"id1","id2","id3","id4","hhmid","s1eiii_63","s1eiii_64","s1eiii_65","s1eiii_66","s1eiii_67","s1eiii_68","s1eiii_69","s1eiii_70","s1eiii_71","s1eiii_72i","s1eiii_72ii","hhno"
3,43,95,35,3,2,,8,,,,,,,,,103095035
3,43,95,35,2,2,,5,,,,,,,,,103095035
3,43,95,51,1,,,,,,,,,,,,103095051
3,43,95,51,4,2,,8,,,,,,,,,103095051
3,43,95,51,3,2,,8,,,,,,,,,103095051
3,43,95,51,2,2,,6,,,,,,1,8,,103095051
3,43,95,52,2,2,,12,,,,"TRADED IN FIREWOOD",742,8,,,103095052
3,43,95,52,1,2,,5,,,,,,,,,103095052
3,43,95,59,2,2,,6,,,,,,4,6,,103095059
3,43,95,59,1,,,,,,,,,,,,103095059
3,43,95,59,3,2,,8,,,,,,,,,103095059
3,43,95,59,4,2,,8,,,,,,,,,103095059
3,43,95,61,5,2,,8,,,,,,,,,103095061
3,43,95,61,4,2,,8,,,,,,,,,103095061
3,43,95,61,6,2,,8,,,,,,,,,103095061
3,43,95,61,1,,,,,,,,,,,,103095061
3,43,95,61,3,2,,8,,,,,,,,,103095061
3,43,95,61,2,2,,8,,,,,,,,,103095061
3,43,95,63,1,2,,5,,,,,,,,,103095063
3,43,95,74,1,2,,5,,,,,,,,,103095074
3,43,95,74,2,2,,10,,,,"SALE OF MAIZE AT MARKET",523,13,,,103095074
3,43,95,75,1,2,,3,4,4,2,"SALE OF FIREWOOD",523,1,,,103095075
3,43,96,2,1,2,,9,,,,"NIGHT SECURITY",21,4,15,,103096002
3,43,96,8,1,2,,5,,,,,,,,,103096008
3,43,96,8,2,2,,6,,,,,,3,10,,103096008
3,43,96,10,3,2,,8,,,,,,,,,103096010
3,43,96,10,1,2,,7,,,,"GROWING OF VEGETABLE",11,7,,,103096010
3,43,96,10,2,2,,5,,,,,,,,,103096010
3,43,96,10,4,2,,8,,,,,,,,,103096010
3,43,96,23,1,2,,5,,,,,,,,,103096023
3,43,96,23,2,2,,6,,,,,,1,8,,103096023
3,43,96,23,3,2,,8,,,,,,,,,103096023
3,43,96,27,2,2,,6,,,,,,2,10,,103096027
3,43,96,27,1,2,,5,,,,,,,,,103096027
3,43,96,39,1,2,,5,,,,,,,,,103096039
3,43,96,39,4,2,,8,,,,,,,,,103096039
3,43,96,39,3,2,,8,,,,,,,,,103096039
3,43,96,39,2,2,,8,,,,,,,,,103096039
3,43,96,50,2,2,,5,,,,,,,,,103096050
3,43,96,50,1,2,,2,3,2,4,"CARPENTER FOR A COMPANY",712,3,150,,103096050
3,43,96,51,1,2,,9,,,,"SALE FIREWOOD",523,,,,103096051
3,43,96,53,3,2,,8,,,,,,,,,103096053
3,43,96,53,1,2,,7,,,,"DRIVING COMMERCIAL VEHICLE",832,,,,103096053
3,43,96,53,2,2,,5,,,,,,,,,103096053
3,43,96,58,1,2,,5,,,,,,,,,103096058
3,43,96,81,2,2,,5,,,,,,,,,103096081
3,43,96,81,1,,,,,,,,,,,,103096081
3,43,96,85,1,2,,5,,,,,,,,,103096085
3,43,96,86,1,2,,5,,,,,,,,,103096086
3,43,96,86,2,2,,8,,,,,,,,,103096086
3,43,96,95,4,2,,8,,,,,,,,,103096095
3,43,96,95,2,2,,5,,,,,,,,,103096095
3,43,96,95,1,2,,5,,,,,,,,,103096095
3,43,96,95,6,2,,8,,,,,,,,,103096095
3,43,96,95,3,2,,8,,,,,,,,,103096095
3,43,96,95,5,2,,8,,,,,,,,,103096095
3,43,96,98,1,2,,5,,,,,,,,,103096098
3,43,96,98,2,2,,6,,,,,,1,5,,103096098
3,43,97,1,2,2,,6,,,,,,1,40,,103097001
3,43,97,1,3,2,,6,,,,,,1,20,,103097001
3,43,97,4,2,2,,8,,,,,,,,,103097004
3,43,97,5,1,2,,5,,,,,,,,,103097005
3,43,97,5,3,2,,8,,,,,,,,,103097005
3,43,97,5,2,2,,6,,,,,,1,15,,103097005
3,43,97,8,3,2,,8,,,,,,,,,103097008
3,43,97,8,1,2,,5,,,,,,,,,103097008
3,43,97,8,2,2,,8,,,,,,,,,103097008
3,43,97,12,2,2,,5,,,,,,,,,103097012
3,43,97,12,1,2,,5,,,,,,,,,103097012
3,43,97,14,5,2,,8,,,,,,,,,103097014
3,43,97,14,1,2,,5,,,,,,,,,103097014
3,43,97,14,2,2,,5,,,,,,,,,103097014
3,43,97,17,2,2,,8,,,,,,,,,103097017
3,43,97,17,1,2,,5,,,,,,,,,103097017
3,43,97,19,2,2,,6,,,,,,3,8,,103097019
3,43,97,20,4,2,,8,,,,,,,,,103097020
3,43,97,20,3,2,,6,,,,,,1,15,,103097020
3,43,97,22,2,2,,1,,,6,,,1,30,,103097022
3,43,97,22,4,2,,8,,,,,,,,,103097022
3,43,97,29,3,2,,8,,,5,,,4,10,,103097029
3,43,97,29,2,2,,1,,,,,,,,,103097029
3,43,97,30,3,2,,1,,,5,,,1,15,,103097030
3,43,97,30,5,2,,1,,,6,,,1,15,,103097030
3,43,97,30,6,2,,1,,,5,,,1,20,,103097030
3,43,97,30,4,2,,8,,,,,,,,,103097030
3,43,97,33,7,2,,8,,,,,,,,,103097033
3,43,97,33,1,2,,5,,,,,,,,,103097033
3,43,97,33,2,2,,1,,,7,,,2,15,,103097033
3,43,97,33,6,2,,8,,,,,,,,,103097033
3,43,97,33,4,2,,1,,,5,,,1,10,,103097033
3,43,97,33,5,2,,8,,,,,,,,,103097033
3,43,97,33,3,2,,1,,,5,,,1,10,,103097033
3,43,97,34,3,2,,9,,,,"TRADE AT THE MARKET",523,,,,103097034
3,43,97,34,2,2,,8,,,,,,,,,103097034
3,43,97,34,1,2,,5,,,,,,,,,103097034
3,43,98,15,1,2,,1,,,7,,,4,10,,103098015
3,43,98,17,6,2,,6,,,,,,2,10,,103098017
3,43,98,17,5,,,,,,,,,,,,103098017
3,43,98,17,2,2,,7,,,,"RETAIL SALE VIA STALL",527,7,,,103098017
3,43,98,17,7,2,,6,,,,,,2,10,,103098017
3,43,98,17,1,,,,,,,,,,,,103098017
3,43,98,17,3,2,,1,,,5,,,2,10,,103098017
3,43,98,17,4,2,,1,,,6,,,2,15,,103098017
3,43,98,21,2,2,,6,,,,,,4,20,,103098021
3,43,98,21,1,2,,5,,,,,,,,,103098021
3,43,98,29,5,2,2,8,,,,,,,,,103098029
3,43,98,29,3,2,2,8,,,,,,,,,103098029
3,43,98,29,2,2,2,6,,,,,,1,25,,103098029
3,43,98,29,4,2,2,8,,,,,,,,,103098029
3,43,98,29,1,,,,,,,,,,,,103098029
3,43,98,31,4,2,,8,,,,,,,,,103098031
3,43,98,31,2,,,,,,,,,,,,103098031
3,43,98,31,1,,,,,,,,,,,,103098031
3,43,98,31,3,2,,8,,,,,,,,,103098031
3,43,98,35,1,2,,9,,,,"SALE OF CLOTHES",523,,,,103098035
3,43,98,52,5,2,,9,,,,,,1,10,,103098052
3,43,98,52,1,,,,,,,,,,,,103098052
3,43,98,52,2,2,,8,,,,,,,,,103098052
3,43,98,52,3,2,,9,,,,,,1,15,,103098052
3,43,98,52,4,2,,8,,,,,,,,,103098052
3,43,98,55,2,2,,6,,,,,,3,10,,103098055
3,43,98,55,1,,,,,,,,,,,,103098055
3,43,98,55,3,2,,8,,,,,,,,,103098055
3,43,98,57,2,,,5,,,,,,,,,103098057
3,43,98,57,1,2,,7,,,,,,2,30,,103098057
3,43,98,57,3,,,8,,,,,,,,,103098057
3,43,98,68,2,2,2,6,,,,,,3,12,,103098068
3,43,98,68,1,,,,,,,,,,,,103098068
3,43,98,74,3,2,,8,,,,,,,,,103098074
3,43,98,74,5,2,,8,,,,,,,,,103098074
3,43,98,74,2,2,,5,,,,,,,,,103098074
3,43,98,74,4,2,,8,,,,,,,,,103098074
3,43,98,74,6,2,,8,,,,,,,,,103098074
3,43,98,74,1,,,,,,,,,,,,103098074
3,43,98,90,2,2,,5,,,,,,,,,103098090
3,43,98,90,3,2,,8,,,,,,,,,103098090
3,43,98,90,1,2,,1,,,7,,,1,15,,103098090
3,44,89,3,1,2,,5,,,,,,,,,103089003
3,44,89,4,4,2,,6,,,,,,1,12,,103089004
3,44,89,4,3,2,,6,,,,,,1,10,,103089004
3,44,89,4,1,2,,5,,,,,,,,,103089004
3,44,89,4,2,2,,6,,,,,,1,10,,103089004
3,44,89,5,2,2,,6,,,,,,4,15,,103089005
3,44,89,16,2,2,,8,,,,,,,,,103089016
3,44,89,16,3,2,,8,,,,,,,,,103089016
3,44,89,16,5,2,,8,,,,,,,,,103089016
3,44,89,16,4,2,,8,,,,,,,,,103089016
3,44,89,16,1,2,,9,,,,"SALE OF SPARE PARTS",523,,,,103089016
3,44,89,16,6,2,,3,2,3,2,"HAIR DRESSING",513,3,60,,103089016
3,44,89,18,2,2,,6,,,,"SELLS CLOTHES IN BOUTIQUE",523,12,20,,103089018
3,44,89,18,1,2,,5,,,,,,,,,103089018
3,44,89,28,2,2,,8,,,,,,,,,103089028
3,44,89,28,1,1,2,6,,,,,,4,10,,103089028
3,44,89,28,3,2,,8,,,,,,,,,103089028
3,44,89,44,1,2,,9,,,,"ARMY OFFICER",11,8,,,103089044
3,44,89,48,3,3,,8,,,,,,,,,103089048
3,44,89,48,2,2,,8,,,,,,,,,103089048
3,44,89,48,1,1,,,,,,,,,,,103089048
3,44,89,53,3,2,,6,,,,,,2,10,,103089053
3,44,89,53,2,2,,5,,,,,,,,,103089053
3,44,89,53,1,2,,5,,,,,,,,,103089053
3,44,89,60,2,2,,6,,,,"SALE OF COSMETICS AT BANKS",523,,,,103089060
3,44,89,60,1,1,2,9,,,,"FOOTBALLER",913,,,,103089060
3,44,89,63,2,2,,5,,,,,,,,,103089063
3,44,89,63,1,2,,5,,,,,,,,,103089063
3,44,89,82,2,,,14,,,,,,,,,103089082
3,44,89,82,3,,,8,,,,"SALE OF PLASTIC WARES",523,,,,103089082
3,44,89,99,3,2,,8,,,,,,,,,103089099
3,44,89,99,2,2,,9,,,,"SALE OF SECOND CLOTHING",523,,,,103089099
3,44,89,99,1,2,,3,5,3,2,"FILLING STATION ATTENDANT",522,,,,103089099
3,44,91,9,3,2,,6,,,,,,1,7,,103091009
3,44,91,9,1,,,,,,,,,,,,103091009
3,44,91,9,2,2,,6,,,,,,1,10,,103091009
3,44,91,10,1,2,,5,,,,,,,,,103091010
3,44,91,20,1,2,,3,4,4,6,"MANUFACTURE OF WOODEN FURNITUR",742,1,12,,103091020
3,44,91,22,1,2,,5,,,,,,,,,103091022
3,44,91,25,1,2,,5,,,,,,,,,103091025
3,44,91,25,2,2,,9,,,,"NURSE",223,,,,103091025
3,44,91,76,4,2,2,8,,,,,,,,,103091076
3,44,91,76,1,,,,,,,,,,,,103091076
3,44,91,76,3,2,2,8,,,,,,,,,103091076
3,44,91,76,2,2,2,5,,,,,,,,,103091076
3,44,91,76,5,2,2,8,,,,,,,,,103091076
3,44,91,79,2,2,,6,,,,,,1,5,,103091079
3,44,91,79,3,2,,8,,,,,,,,,103091079
3,44,91,79,1,2,,5,,,,,,,,,103091079
3,44,91,84,2,2,,8,,,,,,,,,103091084
3,44,91,84,5,2,,8,,,,,,,,,103091084
3,44,91,84,1,2,,5,,,,,,,,,103091084
3,44,91,84,4,2,,8,,,,,,,,,103091084
3,44,91,84,3,2,,8,,,,,,,,,103091084
3,44,91,88,3,2,,5,,,,,,,,,103091088
3,44,91,88,1,2,,5,,,,,,,,,103091088
3,44,91,88,2,2,,8,,,,,,,,,103091088
3,44,91,89,4,2,,8,,,,,,,,,103091089
3,44,91,89,1,2,,3,3,3,7,"SUPPLIED PRINTING MATERIALS",514,3,11,,103091089
3,44,91,89,5,2,,8,,,,,,,,,103091089
3,44,91,89,3,2,,8,,,,,,,,,103091089
3,44,91,89,2,2,,5,,,,,,,,,103091089
3,44,91,99,5,2,,8,,,,,,,,,103091099
3,44,91,99,4,2,,8,,,,,,,,,103091099
3,44,91,99,1,2,,5,,,,,,,,,103091099
3,44,91,99,2,2,,5,,,,,,,,,103091099
3,44,91,99,3,2,,8,,,,,,,,,103091099
3,44,91,113,1,2,,5,,,,,,,,,103091113
3,44,91,114,1,2,,5,,,,,,,,,103091114
3,44,91,114,2,2,,14,,,,"SELLS UNDERWEARS,SINGLETS",523,,,,103091114
3,44,91,131,5,2,,8,,,,,,,,,103091131
3,44,91,131,1,,,,,,,,,,,,103091131
3,44,91,131,3,2,,8,,,,,,,,,103091131
3,44,91,131,2,2,,5,,,,,,,,,103091131
3,44,91,131,4,2,,8,,,,,,,,,103091131
3,44,91,131,6,2,,8,,,,,,,,,103091131
4,3,101,20,1,,,,,,,,,,,,104101020
4,3,101,20,3,2,,8,,,,,,,,,104101020
4,3,101,20,4,2,,8,,,,,,,,,104101020
4,3,101,20,2,2,2,6,,,,,,,15,,104101020
4,3,101,32,5,2,,8,,,,,,,,,104101032
4,3,101,32,2,2,,6,,,,,,1,5,,104101032
4,3,101,32,6,2,,8,,,,,,,,,104101032
4,3,101,32,7,2,,8,,,,,,,,,104101032
4,3,101,32,1,2,,5,,,,,,,,,104101032
4,3,101,32,3,,,,,,,,,,,,104101032
4,3,101,32,4,2,,9,,,,,,,,,104101032
4,3,101,38,2,1,,8,,,,,,,,,104101038
4,3,101,38,1,2,2,5,,,,,,,,,104101038
4,3,101,39,4,2,,8,,,,,,,,,104101039
4,3,101,39,1,2,,5,,,,,,,,,104101039
4,3,101,39,2,2,,8,,,,,,,,,104101039
4,3,101,39,3,2,,8,,,,,,,,,104101039
4,3,101,49,1,2,,6,,,,,,1,10,,104101049
4,3,101,51,2,1,1,,8,3,7,,,2,180,,104101051
4,3,101,51,3,2,,8,,,,,,,,,104101051
4,3,101,51,1,2,,9,,,,"HOSPITAL ASSISTANT",222,4,200,,104101051
4,3,101,51,6,2,,8,,,,,,,,,104101051
4,3,101,51,7,2,,8,,,,,,,,,104101051
4,3,101,51,5,2,,8,,,,,,,,,104101051
4,3,101,51,4,2,,8,,,,,,,,,104101051
4,3,101,52,1,2,,5,,,,,,,,,104101052
4,3,101,55,1,2,,9,,,,"HEALTH INSPECTOR",222,4,10,,104101055
4,3,101,55,3,2,,6,,,,,,2,8,,104101055
4,3,101,55,2,2,,3,4,4,,"TRADER",523,3,8,,104101055
4,3,101,65,1,2,2,5,,,,,,,,,104101065
4,3,101,65,2,2,2,8,,,,,,,,,104101065
4,3,101,69,1,2,,5,,,,,,,,,104101069
4,3,101,79,1,2,,5,,,,,,,,,104101079
4,3,101,86,1,1,1,,3,4,4,,,1,10,,104101086
4,3,101,86,2,1,1,,4,3,2,,,1,5,,104101086
4,3,101,93,5,2,,8,,,,,,,,,104101093
4,3,101,93,1,,,,,,,,,,,,104101093
4,3,101,93,4,2,,8,,,,,,,,,104101093
4,3,101,93,3,2,,8,,,,,,,,,104101093
4,3,101,93,2,2,,7,1,1,5,"TRADER",523,3,20,,104101093
4,3,101,107,3,2,,6,,,,"HAIRDRESSING",513,1,160,,104101107
4,3,101,107,4,2,,8,,,,,,,,,104101107
4,3,101,107,2,2,,18,,,,"DRIVING",832,1,270,,104101107
4,3,101,107,1,2,,7,,,,"TRADING",523,1,150,,104101107
4,3,102,2,5,2,,8,,,,,,,,,104102002
4,3,102,2,2,2,,6,,,,,,5,,,104102002
4,3,102,2,4,2,,8,,,,,,,,,104102002
4,3,102,2,1,2,,7,,,,"MASON",713,4,,,104102002
4,3,102,3,2,2,,5,,,,,,,,,104102003
4,3,102,3,3,2,,8,,,,,,,,,104102003
4,3,102,3,4,2,,8,,,,,,,,,104102003
4,3,102,3,1,1,,,,,,,,,,,104102003
4,3,102,5,1,2,,5,,,,,,,,,104102005
4,3,102,7,3,2,,5,,,,,,,,,104102007
4,3,102,7,1,2,,6,,,,,,8,,,104102007
4,3,102,7,4,2,,5,,,,,,,,,104102007
4,3,102,7,2,2,,5,,,,,,,,,104102007
4,3,102,8,2,2,,6,,,,,,1,10,,104102008
4,3,102,8,1,2,,5,,,,,,,,,104102008
4,3,102,10,1,2,2,9,,,,"MASON",931,,,,104102010
4,3,102,10,2,2,2,15,,,,,,,,,104102010
4,3,102,12,1,2,,6,,,,,,4,,,104102012
4,3,102,12,6,2,,8,,,,,,,,,104102012
4,3,102,12,5,2,,8,,,,,,,,,104102012
4,3,102,12,7,2,,8,,,,,,,,,104102012
4,3,102,12,2,2,,7,,,,,,8,,,104102012
4,3,102,12,3,2,,6,,,,,,4,6,,104102012
4,3,102,12,4,2,,6,,,,,,1,,,104102012
4,3,102,13,3,2,,8,,,,,,,,,104102013
4,3,102,13,2,2,,8,,,,,,,,,104102013
4,3,102,21,6,2,,8,,,,,,,,,104102021
4,3,102,21,1,2,,5,,,,,,,,,104102021
4,3,102,21,4,2,,5,,,,,,,,,104102021
4,3,102,21,3,2,,8,,,,,,,,,104102021
4,3,102,21,2,2,,6,,,,,,8,,,104102021
4,3,102,21,5,2,,8,,,,,,,,,104102021
4,3,102,23,5,2,,8,,,,,,,,,104102023
4,3,102,23,4,2,,8,,,,,,,,,104102023
4,3,102,23,2,2,,5,,,,,,,,,104102023
4,3,102,23,1,2,,5,,,,,,,,,104102023
4,3,102,23,3,2,,5,,,,,,,,,104102023
4,3,102,25,1,2,,5,,,,,,,,,104102025
4,3,102,25,2,2,,6,,,,,,4,,,104102025
4,3,102,29,1,2,,5,,,,,,,,,104102029
4,3,102,36,2,2,,7,,,,"WEAVING",743,1,20,,104102036
4,3,102,36,3,2,,13,,,,,,3,8,,104102036
4,3,102,36,1,2,,5,,,,,,,,,104102036
4,3,102,36,4,2,,8,,,,,,1,,,104102036
4,3,102,36,5,2,,8,,,,,,1,,,104102036
4,3,102,46,1,2,,5,,,,,,,,,104102046
4,3,103,1,5,2,,8,,,,,,,,,104103001
4,3,103,1,4,2,,8,,,,,,,,,104103001
4,3,103,1,2,2,,6,,,,,,4,5,,104103001
4,3,103,1,3,2,,8,,,,,,,,,104103001
4,3,103,8,2,2,2,8,,,,,,,,,104103008
4,3,103,8,1,2,2,5,,,,,,,,,104103008
4,3,103,8,3,2,2,8,,,,,,,,,104103008
4,3,103,11,1,2,,6,,,,,,4,10,0,104103011
4,3,103,12,1,2,,6,,,,,,8,,,104103012
4,3,103,12,2,2,,6,,,,,,4,10,0,104103012
4,3,103,20,2,2,,5,,,,,,,,,104103020
4,3,103,29,4,2,,8,,,,,,,,,104103029
4,3,103,29,1,2,,5,,,,,,,,,104103029
4,3,103,29,6,2,,8,,,,,,,,,104103029
4,3,103,29,5,2,,8,,,,,,,,,104103029
4,3,103,29,3,2,,8,,,,,,,,,104103029
4,3,103,29,2,2,,6,,,,,,4,6,,104103029
4,3,103,37,1,2,,1,,,7,"RESTAURANT",512,1,10,,104103037
4,3,103,37,2,2,,8,,,,,,,,,104103037
4,3,103,39,1,2,,8,,,,,,,,,104103039
4,3,103,43,1,2,,3,3,4,4,,0,4,,,104103043
4,3,103,46,3,2,,8,,,,,,,,,104103046
4,3,103,46,1,2,,6,,,,,,1,10,,104103046
4,3,103,46,2,2,,6,,,,,,4,8,,104103046
4,3,103,48,1,2,,12,,,,"SELLS FOOD STUFF",911,8,,,104103048
4,3,103,79,4,2,,8,,,,,,,,,104103079
4,3,103,79,1,2,,6,,,,,,1,8,,104103079
4,3,103,79,2,2,,6,,,,,,4,6,,104103079
4,3,103,79,3,2,,8,,,,,,,,,104103079
4,3,103,125,3,2,,8,,,,,,,,,104103125
4,3,103,125,7,2,,2,3,5,7,"DRIVER",832,4,50,0,104103125
4,3,103,125,6,2,,8,,,,,,,,,104103125
4,6,114,1,1,2,,5,,,,,,,,,104114001
4,6,114,1,2,2,,8,,,,,,,,,104114001
4,6,114,2,4,2,,8,,,,,,,,,104114002
4,6,114,2,1,2,,9,,,,"BUILDING & CONSTRUCTION",44,4,10,,104114002
4,6,114,2,3,2,,6,,,,,,1,10,,104114002
4,6,114,2,2,2,,9,,,,,,4,5,,104114002
4,6,114,2,5,2,,8,,,,,,,,,104114002
4,6,114,3,1,2,,5,,,,,,,,,104114003
4,6,114,3,2,2,,8,,,,,,,,,104114003
4,6,114,4,3,2,,8,,,,,,,,,104114004
4,6,114,4,1,1,,,,,,,,,,,104114004
4,6,114,4,2,2,,5,,,,,,,,,104114004
4,6,114,5,2,1,1,,3,4,7,"DRESSMAKING",521,1,30,,104114005
4,6,114,5,1,2,2,7,,,,,,1,20,,104114005
4,6,114,5,3,2,2,8,,,,,,,,,104114005
4,6,114,5,4,2,2,8,,,,,,,,,104114005
4,6,114,6,1,2,,5,,,,,,,,,104114006
4,6,114,6,2,2,,6,,,,,,1,100,,104114006
4,6,114,7,2,2,,5,,,,,,,,,104114007
4,6,114,7,3,2,,9,,,,,,1,10,,104114007
4,6,114,7,1,2,,5,,,,,,,,,104114007
4,6,114,9,2,2,,5,,,,,,,,,104114009
4,6,114,9,4,2,,9,,,,,,1,5,,104114009
4,6,114,9,3,2,,9,,,,,,1,5,,104114009
4,6,114,9,1,2,,5,,,,,,,,,104114009
4,6,114,9,5,2,,8,,,,,,,,,104114009
4,6,114,10,1,2,,6,,,,,,4,2,,104114010
4,6,114,13,1,2,,5,,,,,,,,,104114013
4,6,114,14,1,2,,5,,,,,,,,,104114014
4,6,114,15,2,2,,6,,,,,,1,5,,104114015
4,6,114,15,5,2,,9,,,,,,1,10,,104114015
4,6,114,15,4,2,,5,,,,,,1,10,,104114015
4,6,114,15,3,2,,8,,,,,,,,,104114015
4,6,114,15,1,2,,5,,,,,,,,,104114015
4,6,114,16,2,2,,9,,,,,,1,5,,104114016
4,6,114,16,1,2,,5,,,,,,,,,104114016
4,6,114,17,1,2,,5,,,,,,,,,104114017
4,6,114,17,5,2,,5,,,,,,,,,104114017
4,6,114,17,3,2,,9,,,,,,1,5,,104114017
4,6,114,17,2,2,,5,,,,,,,,,104114017
4,6,114,17,4,2,,8,,,,,,,,,104114017
4,6,114,19,2,2,,9,,,,,,1,5,,104114019
4,6,114,19,1,2,,5,,,,,,,,,104114019
4,6,115,6,1,2,,6,,,,,,4,,,104115006
4,6,115,7,1,2,,5,,,,,,,,,104115007
4,6,115,7,5,2,,8,,,,,,,,,104115007
4,6,115,7,2,,,,,,,,,,,,104115007
4,6,115,7,4,2,,8,,,,,,,,,104115007
4,6,115,7,3,2,,9,,,,,,,,,104115007
4,6,115,8,1,2,,9,,,,"FARMING",921,,,,104115008
4,6,115,9,1,2,,5,,,,,,,,,104115009
4,6,115,9,2,2,,8,,,,,,,,,104115009
4,6,115,9,3,2,,8,,,,,,,,,104115009
4,6,115,10,4,2,,8,,,,,,,,,104115010
4,6,115,10,2,2,,5,,,,,,,,,104115010
4,6,115,10,3,2,,8,,,,,,,,,104115010
4,6,115,10,1,2,,5,,,,,,,,,104115010
4,6,115,11,1,2,,5,,,,,,,,,104115011
4,6,115,11,3,2,,8,,,,,,,,,104115011
4,6,115,11,2,2,,8,,,,,,,,,104115011
4,6,115,12,2,2,,5,,,,,,,,,104115012
4,6,115,12,1,2,,5,,,,,,,,,104115012
4,6,115,16,3,2,,8,,,,,,,,,104115016
4,6,115,16,2,2,,7,,,,"FARMING",621,,,,104115016
4,6,115,16,1,2,,5,,,,,,,,,104115016
4,6,115,17,1,2,,5,,,,,,,,,104115017
4,6,115,18,1,2,,5,,,,,,,,,104115018
4,6,115,18,2,2,,5,,,,,,,,,104115018
4,6,115,20,4,2,,8,,,,,,,,,104115020
4,6,115,20,7,,,8,,,,,,,,,104115020
4,6,115,20,5,2,,5,,,,,,,,,104115020
4,6,115,20,2,2,,5,,,,,,,,,104115020
4,6,115,20,1,1,,,,,,,,,,,104115020
4,6,115,20,3,2,,8,,,,,,,,,104115020
4,6,115,20,6,2,,8,,,,,,,,,104115020
4,6,115,23,1,2,,5,,,,,,,,,104115023
4,6,115,23,4,2,,8,,,,,,,,,104115023
4,6,115,23,3,2,,8,,,,,,,,,104115023
4,6,115,23,2,,,,,,,,,,,,104115023
4,6,115,27,5,2,,8,,,,,,,,,104115027
4,6,115,27,3,2,,8,,,,,,,,,104115027
4,6,115,27,4,2,,8,,,,,,,,,104115027
4,6,115,27,1,2,,5,,,,,,,,,104115027
4,6,115,27,2,2,,5,,,,,,,,,104115027
4,6,115,27,6,2,,8,,,,,,,,,104115027
4,6,115,31,4,2,,8,,,,,,,,,104115031
4,6,115,31,2,2,,8,,,,,,,,,104115031
4,6,115,31,3,2,,8,,,,,,,,,104115031
4,6,115,31,1,2,,5,,,,,,,,,104115031
4,6,115,38,1,1,,,,,,,,,,,104115038
4,6,115,38,4,2,,8,,,,,,,,,104115038
4,6,115,38,2,2,,5,,,,,,,,,104115038
4,6,115,38,3,2,,8,,,,,,,,,104115038
4,6,116,1,2,2,,6,,,,,,5,,,104116001
4,6,116,1,3,2,,8,,,,,,,,,104116001
4,6,116,1,1,2,,5,,,,,,,,,104116001
4,6,116,4,1,2,,12,,,,"FURNITURE MAKING",742,8,,,104116004
4,6,116,4,3,1,1,,1,1,7,,0,1,10,,104116004
4,6,116,4,2,2,,7,,,,"FOOD STUFF",523,5,,,104116004
4,6,116,8,1,2,,3,1,5,5,"HAIRDRESSING",513,3,7,,104116008
4,6,116,17,1,2,,5,,,,,,,,,104116017
4,6,116,18,3,2,,8,,,,,,,,,104116018
4,6,116,18,2,2,,5,,,,,,,,,104116018
4,6,116,18,1,2,,5,,,,,,,,,104116018
4,6,116,26,1,1,2,5,,,,,,,,,104116026
4,6,116,26,2,2,,8,,,,,,,,,104116026
4,6,116,26,3,2,,8,,,,,,,,,104116026
4,6,116,29,1,2,,2,1,1,5,"SECURITY GUARD",516,3,6,,104116029
4,6,116,30,1,2,,2,1,2,7,"CARPENTARY",733,1,7,,104116030
4,6,116,38,4,2,,8,,,,,,,,,104116038
4,6,116,38,3,2,,8,,,,,,,,,104116038
4,6,116,38,1,2,,7,,,,,0,7,,,104116038
4,6,116,38,2,2,,5,,,,,,,,,104116038
4,6,116,41,1,2,,5,,,,,,,,,104116041
4,6,116,41,2,2,,7,,,,,,4,,,104116041
4,6,116,44,1,2,,1,,,6,,,1,10,,104116044
4,6,116,50,1,2,,9,,,,"ARMY",11,8,,,104116050
4,6,116,53,1,1,1,,1,5,6,"DRIVER",832,3,10,,104116053
4,6,116,59,1,2,,12,,,,"TAILOR",743,8,,,104116059
4,6,116,59,2,2,,12,,,,"SEAMSTRESS",743,8,,,104116059
4,6,116,71,2,2,,8,,,,,,,,,104116071
4,6,116,71,1,2,,5,,,,,,,,,104116071
4,7,117,4,1,2,,5,,,,,,,,,104117004
4,7,117,5,2,2,,5,,,,,,,,,104117005
4,7,117,5,1,2,,5,,,,,,,,,104117005
4,7,117,5,3,2,,8,,,,,,,,,104117005
4,7,117,5,6,2,,8,,,,,,,,,104117005
4,7,117,7,4,2,,8,,,,,,,,,104117007
4,7,117,7,1,2,,5,,,,,,,,,104117007
4,7,117,7,6,2,,8,,,,,,,,,104117007
4,7,117,7,5,2,,7,,,,,,,,,104117007
4,7,117,7,2,1,2,1,,,6,"TRADE IN MAIZE",523,3,10,,104117007
4,7,117,7,3,1,2,1,,,6,,,1,8,,104117007
4,7,117,10,1,2,,5,,,,,,,,,104117010
4,7,117,10,2,2,,6,,,,,,12,5,0,104117010
4,7,117,11,2,2,,5,,,,,,,,,104117011
4,7,117,12,2,2,,5,,,,,,,,,104117012
4,7,117,13,2,2,,8,,,,,,,,,104117013
4,7,117,13,1,2,,5,,,,,,,,,104117013
4,7,117,13,3,1,2,3,4,5,3,,,1,4,0,104117013
4,7,117,13,6,2,,8,,,,,,,,,104117013
4,7,117,13,4,2,,8,,,,,,,,,104117013
4,7,117,16,2,2,,5,,,,,,,,,104117016
4,7,117,19,2,2,2,5,,,,,,,,,104117019
4,7,117,20,4,2,,8,,,,,,,,,104117020
