"id1","id2","id3","id4","hhmid","s1ei_1","s1ei_2","s1ei_3","s1ei_4","s1ei_5","s1ei_6i","s1ei_6ii","s1ei_7i","s1ei_7ii","s1ei_7iii","s1ei_8i","s1ei_8ii","s1ei_9","s1ei_10i","s1ei_10ii","s1ei_11","s1ei_12","s1ei_13i","s1ei_13ii","s1ei_14","s1ei_15","s1ei_16","s1ei_17","s1ei_18","s1ei_19","s1ei_20","s1ei_21","s1ei_22","s1ei_23","s1ei_24","s1ei_25i","s1ei_25ii","s1ei_25iii","s1ei_26","s1ei_27","s1ei_28","s1ei_29i","s1ei_29ii","hhno"
1,13,11,48,2,1,"TEACHER SHS",232,"EDUCATION",8021,11,,36,5,8,,,1,337,,3,2,,,,1,1,1,3,1,2,2,14,100,2,,,,,,,,,101011048
1,13,11,50,1,1,"CHIEF COLLECTER IRS",344,"PUBLIC SERVICE",7511,32,,52,5,8,5,8,1,8765,,5,2,,,,1,1,1,1,1,1,2,1,16,2,,,,,,,,,101011050
1,13,11,58,1,1,"TEACHING AT TECHNICAL SCHOOL",235,"EDUCATION",8022,10,,36,5,8,,,1,320,,3,2,,,,1,1,1,1,1,1,2,14,,2,,,,,,,,,101011058
1,13,11,104,1,1,"VOCATIONAL SCHOOL TEACHER",235,"EDUCATION",8022,12,,36,5,8,4,8,1,270,,3,2,,,,1,2,1,3,1,1,2,14,10,2,,,,,,,,,101011104
1,13,11,146,1,1,"WATCHMAN ACTIVITIES",21,"SECURITY SERVICE",7493,3,,52,5,12,5,1,1,100,,3,2,,,,2,,2,1,1,1,2,19,,2,,,,,,,,,101011146
1,13,11,161,1,1,"BUILDING FRAME RELATED WORK",712,"CARPENTARY SERVICES",4540,12,,50,2,16,2,16,1,30,,2,1,40,,2,2,2,2,1,2,2,1,4,5,2,,,,,,,,,101011161
1,13,12,7,2,1,"SSNIT CASHIER",421,"INSURANCE",6602,29,,52,5,8,0,,1,1347,31,3,2,,,,1,1,1,3,1,2,1,1,29,1,2,2,,2,2,2,,,101012007
1,13,12,7,1,1,"HOTEL MANAGER",343,"HOSPITALITY",5510,6,,52,6,12,6,12,1,900,,3,2,,,,1,1,1,1,1,2,2,1,17,1,2,1,,2,2,2,,,101012007
1,13,12,13,2,1,"UNION HEAD",114,"ORGANISATION",9120,35,,52,5,8,5,8,1,120,,3,2,,,,1,1,1,3,1,1,1,1,4,1,,2,,6,2,2,,,101012013
1,13,12,13,3,1,"CATERER",741,"RESTAURANT",5520,2,,52,6,8,6,8,1,100,,3,1,20,,2,1,2,1,3,2,1,2,8,10,2,,,,,,,,,101012013
1,13,12,13,4,1,"PRIMARY TEACHER",331,"EDUCATION",8010,1,,36,5,7,5,7,1,70,,3,2,,,,1,2,1,3,2,1,2,14,15,2,,,,,,,,,101012013
1,13,12,14,1,1,"PLANT OPERATORS",816,"TELECOMMUNICATION",6420,9,,12,6,8,6,8,1,700,,3,2,,,,1,2,1,1,1,1,1,1,36,2,,,,,,,,,101012014
1,13,12,22,1,1,"ACCOUNTANT PHARMACY",341,"SALE OF PHARMACEUTICAL PRODUCT",5231,5,,52,6,8,6,8,1,500,,3,2,,,3,1,2,2,3,1,1,1,1,41,2,,,,,,,,,101012022
1,13,12,36,1,1,"POLY LECTURER",334,"EDUCATION",8030,16,,32,5,3,1,2,1,651,,3,2,,,,1,1,1,4,1,1,2,14,25,2,,,,,,,,,101012036
1,13,12,38,1,1,"PRIMARY TEACHER",233,"EDUCATION",8010,29,,40,5,8,5,8,1,191,18,3,2,,,,1,1,1,3,1,1,1,14,18,1,2,,,5,2,2,,,101012038
1,13,12,39,1,1,"ACCOUNTANT",341,"FINANCE",7412,21,,52,6,8,6,8,1,1200,,3,2,,,,1,1,1,1,1,2,1,1,10,2,,,,,,,,,101012039
1,13,12,39,2,1,"SECRETARY",411,"ADMINSTRATION",7240,19,,52,5,8,6,8,1,500,,3,2,,,,1,1,1,3,1,1,1,1,2,2,,,,,,,,,101012039
1,13,12,45,2,1,"SSS TEACHER",232,"EDUCATION",8021,29,,36,5,8,5,8,1,713,42,3,2,,,,1,1,1,1,1,2,,14,31,2,,,,,,,,,101012045
1,13,12,45,1,1,"ECG TRANSPORT MANAGER",343,"TRAFFIC OFFICER",7514,21,,52,5,10,5,10,1,540,,3,2,,,,1,1,1,1,1,2,1,1,26,2,,,,,,,,,101012045
1,13,12,50,1,1,"CONSTRUCTION SUPERVISOR",713,"CONSTRUCTION",4520,5,,52,6,11,6,11,1,70,,2,2,,,,2,2,2,1,2,1,2,20,15,2,,,,,,,,,101012050
1,13,12,51,1,1,"REGISTERAR OF SHIPS",413,"FISHING",501,35,,52,5,8,5,8,1,600,,3,2,,,,1,1,1,1,1,1,1,1,43,2,,,,,,,,,101012051
1,13,12,85,2,1,"TEACHER PRIMARY",331,"EDUCATION",8010,10,,38,5,8,5,8,1,350,,3,2,,,,1,1,1,3,1,2,2,14,8,2,,,,,,,,,101012085
1,13,12,85,1,1,"METAL MECHANIC",723,"MANUFACTURING",2710,11,,52,5,8,0,0,1,50,,1,2,,,,1,1,1,1,1,1,1,3,1500,1,6,,,9,2,2,,,101012085
1,13,12,94,1,1,"SCHOOL ADMINSTRATOR",343,"EDUCATION",8021,44,,38,5,8,5,8,1,700,,3,2,,,,1,2,1,1,1,1,2,14,64,2,,,,,,,,,101012094
1,16,23,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101023013
1,16,23,13,2,1,"FARM LABOURER",921,"FARMING",200,2,,40,5,4,5,4,1,5,,1,2,,,,2,2,2,4,2,2,2,6,2,2,,,,,,,,,101023013
1,16,23,15,1,1,"GARI PROCESSING",741,"GARI MAKING",1549,,,3,7,8,3,8,1,20,,7,1,1,50,2,2,2,2,4,2,2,2,2,3,2,,,,,,,,,101023015
1,16,23,24,1,1,"CORN MILL OPERATOR",827,"FOOD AND RELATED PRODUCT MACHI",1531,3,,54,6,3,4,3,1,10,,2,1,10,,4,2,2,2,,2,2,2,3,4,2,,,,,,,,,101023024
1,16,23,32,1,1,"TEACHING",233,"PRIMARY EDUCATION",8010,2,4,41,5,9,5,9,1,80,,3,2,,,,1,1,1,1,1,1,2,14,15,2,,,,,,,,,101023032
1,17,22,30,1,1,"TEACHING AT PRIMARY SCHOOL",331,"TEACHING",8010,10,,40,5,7,5,7,1,120,,3,2,,,,1,1,1,1,1,1,2,14,4,2,,,,,,,,,101022030
1,17,22,35,1,1,"TEACHING AT PRY",233,"PRIMARY EDUCATION",8010,10,6,24,5,8,5,8,1,,,3,1,20,,3,1,2,1,1,1,1,1,14,4,1,,1,,5,2,2,,,101022035
1,17,22,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101022036
1,17,22,36,2,1,"TEACHING",233,"EDUCATION",8010,3,,40,5,7,5,7,1,80,,3,2,,,,1,1,1,3,1,1,2,14,4,2,,,,,,,,,101022036
1,17,24,20,1,1,"PRY. SCH. TEACHING",232,"EDUCATION",8021,2,,48,5,6,4,6,1,87,90,3,2,,,,1,1,1,1,1,1,2,14,8,2,,,,,,,,,101024020
2,2,32,5,1,1,"DRIVING OF TAXI CAB",831,"TRANSPORTATION",6022,22,,49,6,14,6,14,1,40,,3,2,,,,2,1,2,4,2,2,2,10,100,2,,,,,,,,,102032005
2,2,32,10,1,1,"MAISON",712,"CONSTRUCTION",4520,10,,48,5,8,5,8,1,150,,3,2,,,,2,1,2,1,1,1,2,4,4,2,,,,,,,,,102032010
2,2,32,66,1,1,"WEEDING",916,"FORESTRY",200,4,2,52,5,5,7,5,1,100,60,3,2,,,,1,2,1,1,1,1,1,6,100,1,,,3,9,2,2,,,102032066
2,2,32,89,1,1,"SECURITY OFFICER",21,"DEFENCE",7492,19,,48,6,10,6,10,1,100,,3,2,,,,1,1,1,1,1,1,1,1,100,2,,,,,,,,,102032089
2,2,33,2,1,1,"CATERING",512,"SERVICE",5520,32,,50,5,9,5,9,1,150,,3,2,,,,2,2,1,3,1,1,2,4,,2,,,,,,,,,102033002
2,2,33,10,1,1,"LAUNDRY ASSISTANT",913,"SERVICE",9301,11,,50,6,9,6,9,1,125,,3,1,90,,3,1,1,1,1,1,1,1,8,,2,,,,,,,,,102033010
2,2,33,15,1,1,"SECRETARY",411,"SECRETARY",6411,30,10,40,5,8,,0,1,210,,3,2,,,,1,1,1,3,1,1,1,1,,2,,,,,,,,,102033015
2,2,33,16,2,1,"SWEEPING AND COLLECTING OF GAR",916,"SANITATION SERVICES",9000,,3,12,6,5,6,5,1,50,,3,2,,,,2,1,2,3,1,1,2,11,,2,,,,,,,,,102033016
2,2,33,16,1,1,"FISH HUNTING",615,"FISHRY WORKER",501,30,,38,5,18,4,,1,100,,3,1,10,,2,2,1,2,3,2,2,2,7,9,2,,,,,,,,,102033016
2,2,33,18,1,1,"PAINTING",714,"BUILDING TRADE WORKER",4540,6,,50,7,7,7,7,1,30,,3,2,,,,2,1,2,4,1,1,2,14,,2,,,,,,,,,102033018
2,2,33,21,1,1,"PREACHING AND PRAYING",348,"RELIGIOUS PROFESSIONAL",1919,6,,50,4,5,3,5,2,,,,1,30,,2,2,2,2,3,2,2,2,5,2,2,,,,,,,,,102033021
2,2,33,34,1,1,"MIXING OF MOTAR & BUILDING",713,"CONSTRUCTION",4520,3,,34,6,10,6,10,1,20,,2,2,,,,2,1,2,1,2,2,2,19,6,2,,,,,,,,,102033034
2,2,33,37,1,1,"SECRETARY",411,"POST OFFICE SECRETARY",6411,5,,50,5,9,5,9,1,120,,3,2,,,,,2,1,1,1,2,2,1,9,2,,,,,,,,,102033037
2,2,34,41,1,1,"FISHING",615,"FISHING",501,18,,44,6,12,6,12,1,100,,3,1,20,,1,2,1,2,1,2,2,2,7,25,2,,,,,,,,,102034041
2,2,34,73,1,1,"LIBRARY ASSISTANT",414,"EDUCATION",8021,2,,52,5,8,5,8,1,224,,3,2,,,,1,1,1,1,1,1,1,1,170,1,,2,,3,2,2,,,102034073
2,2,34,76,1,1,"FISHING",615,"FISHING",501,21,,21,6,11,6,11,1,15,,1,1,20,,2,2,1,2,1,2,2,1,7,18,2,,,,,,,,,102034076
2,2,35,4,2,1,"LOTTO AGENT",342,"BUSINESS SERVICES",9249,10,,50,3,10,3,10,1,200,,3,2,,,,2,1,1,3,2,1,2,10,1,2,,,,,,,,,102035004
2,2,35,4,1,1,"LOTTO AGENT",342,"BUSINESS SERVICES",9249,34,,50,5,14,5,14,1,490,,3,2,,,,2,1,1,3,2,1,2,10,3,2,,,,,,,,,102035004
2,2,35,9,1,1,"DRIVER",832,"TRANSPORTATION",6021,32,,52,7,13,0,0,1,200,,3,2,,,,2,2,1,1,1,1,2,11,20,2,,,,,,,,,102035009
2,2,35,13,1,1,"TEACHING JHS",232,"EDUCATION",8021,3,,39,5,8,4,8,1,203,,3,2,,,,1,1,1,2,1,1,2,14,19,1,,,2,5,3,2,,,102035013
2,2,35,14,1,1,"DRIVING",832,"TRANSPORTATION",6022,25,,46,6,14,7,14,1,60,,3,2,,,,2,1,2,1,2,2,2,12,,1,,,1,9,4,2,,,102035014
2,2,35,18,1,1,"HAIR DRESSING",513,"HAIR DRESSING",9302,2,,52,6,12,5,12,1,60,,3,2,,,,2,2,2,4,2,2,2,9,2,2,,,,,,,,,102035018
2,2,37,21,1,1,"CARPENTRY",742,"MANUFACTURING",3610,2,,52,6,9,6,9,1,240,,3,2,,,,2,2,2,2,2,2,2,11,40,2,,,,,,,,,102037021
2,3,36,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102036002
2,3,36,2,2,1,"PASTOR",348,"PASTORIAL SERVCE",9309,16,,52,2,5,2,5,1,40,,3,1,100,,4,2,2,2,2,2,2,2,18,4,2,,,,,,,,,102036002
2,3,36,4,1,1,"FISHING",615,"FISHERY",501,24,,40,4,14,4,14,1,20,,1,1,5,,1,2,2,2,4,2,2,2,7,12,2,,,,,,,,,102036004
2,3,36,11,1,1,"FISHING",615,"FISHING",501,30,,40,6,9,6,,1,5,,1,1,3,,1,2,1,2,1,2,2,2,7,24,2,,,,,,,,,102036011
2,3,36,16,1,1,"FISHING",615,"FISHING",501,35,,42,4,12,4,12,1,100,,4,1,10,,2,2,2,2,1,2,2,1,7,6,2,,,,,,,,,102036016
2,5,51,6,1,1,"PRIMARY SCHOOL TEACHER",233,"PRIMARY EDUCATION",8010,4,3,40,5,6,,6,1,240,,3,1,2,,3,1,1,1,1,1,1,2,14,11,1,,1,,9,4,2,,,102051006
2,5,51,23,1,1,"ARABIC TEACHER",233,"EDUCATION SERVICE",,5,,41,6,4,6,3,1,15,,3,2,,,,2,2,2,2,2,2,2,14,2,2,,,,,,,,,102051023
2,5,51,58,1,1,"NURSE/MIDWIFE",223,"HEALTH SERVICE",8511,28,,52,7,13,7,13,1,351,,3,2,,,,1,1,1,1,1,1,2,15,17,1,1,,,1,4,2,,,102051058
2,6,45,2,1,1,"SHOPSALES PERSON",522,"SALE OF COSMETICS",5231,,5,20,6,12,6,12,1,35,0,3,2,,,,2,2,2,4,2,2,2,9,1,2,,,,,,,,,102045002
2,6,45,18,1,1,"SMOKING FISH FOR SALE",741,"PROCESSING OF FISH",1512,4,,40,3,5,3,5,1,2,,1,1,2,,1,2,2,2,2,2,2,2,2,2,2,,,,,,,,,102045018
2,6,45,34,1,1,"FISHING",615,"FISHING",501,2,6,50,5,11,5,11,1,5,0,1,1,5,0,1,2,2,2,4,2,2,2,7,7,2,,,,,,,,,102045034
2,6,45,39,1,1,"MASONARY",714,"BUILDING CONSTRUCTION",4520,5,2,20,5,8,5,8,1,10,,1,2,,,,2,2,2,4,2,2,2,6,,2,,,,,,,,,102045039
2,6,45,51,1,2,"FOOD PROCESSING",741,"MAKING TOFFEES",1543,2,8,52,6,6,6,6,1,8,0,1,2,,,,2,2,2,4,2,2,2,2,11,2,,,,,,,,,102045051
2,7,50,1,1,2,"PLASTERING",931,"CONSTRUCTION",4540,12,,12,5,8,5,8,1,40,,1,2,,,,2,2,2,2,4,2,2,6,6,2,,,,,,,,,102050001
2,7,50,4,1,1,"ELECTRICIAN",724,,,10,,52,4,8,4,8,1,95,40,3,2,,,,2,1,1,1,1,1,2,14,72,2,,,,,,,,,102050004
2,7,50,6,1,1,"TEACHING PRIMARY 5",233,"EDUCATION SERVIVE",8010,24,,40,5,7,5,7,1,500,,3,2,,,,2,1,1,1,1,1,2,14,13,2,,,,,,,,,102050006
2,7,50,6,2,1,"TEACHING KG 1",233,"EDUCATION SERVICE",8010,23,,40,5,7,5,7,1,190,,3,2,,,,2,1,1,3,1,1,2,14,13,2,,,,,,,,,102050006
2,7,50,19,1,1,"GROWING OF PLANTAIN",621,"AGRICULTURE",111,3,,52,6,7,6,7,1,80,,3,2,,,,2,2,2,4,2,2,2,6,4,2,,,,,,,,,102050019
2,7,50,25,1,1,"TEACHING",331,"EDUCATION SERVICE",8010,10,,37,5,8,5,8,1,200,,3,2,,,,1,1,1,1,1,1,2,14,,2,,,,,,,,,102050025
2,7,50,27,1,1,"REARING ANIMALS",612,"AGRICULTURE",122,,3,12,7,2,7,2,1,50,,3,2,,,,2,2,2,4,2,2,2,6,2,2,,,,,,,,,102050027
2,8,52,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102052038
2,8,52,38,2,1,"DRIVING COMMERCIAL CAR",511,,,1,4,49,6,12,6,12,1,550,0,3,2,,,,2,2,2,4,2,2,2,12,2,2,,,,,,,,,102052038
2,8,52,43,1,1,"CHOP BAR ASSISTANT",741,"BAR SERVICES",5520,,10,42,6,5,6,5,1,2,,1,2,,,,2,2,2,4,2,2,2,8,4,2,,,,,,,,,102052043
2,8,52,58,1,1,"MORTUARY",514,"UNDERTAKER",9303,6,,52,7,10,7,10,1,,,3,2,,,,2,1,2,1,1,1,2,15,5,2,,,,,,,,,102052058
2,8,52,77,1,1,"CASHIERS TELLERS",421,"BANKING",6519,1,6,50,6,11,6,11,1,360,0,3,2,,,,2,2,2,3,2,1,1,1,8,2,,,,,,,,,102052077
2,9,55,15,1,2,"CRACKS COCONUTS",932,"MAKING OF COCONUT OIL",1514,7,,52,3,5,3,5,1,5,,1,1,1,,1,2,2,2,4,2,2,2,15,3,2,,,,,,,,,102055015
2,9,55,94,1,1,"MANAGES COCOA FARMS",921,"AGRICULTURE",113,,5,22,5,7,5,7,1,180,,3,2,,,,1,1,2,1,1,1,1,6,56,1,5,,,9,2,2,,,102055094
2,19,49,5,1,1,"SPINNING",347,"SERVICE",9309,3,,5,3,12,3,12,1,20,,3,2,,,,2,1,2,4,2,2,2,11,2,2,,,,,,,,,102049005
2,19,49,65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102049065
2,19,49,65,2,1,"MANUFACTURES ALATA SOAP",932,"MANUFACTURING",2424,10,,52,4,8,4,8,1,6,,1,1,5,,2,2,2,2,3,2,2,2,3,5,2,,,,,,,,,102049065
2,20,48,52,1,1,"PASTOR",246,"SERVICE",9191,6,,52,4,5,4,5,1,30,,3,2,,,,2,2,2,1,2,1,1,16,8,2,,,,,,,,,102048052
2,20,48,67,1,1,"SALES PERSON",523,"RESTAURANT ATTENDANT",5220,,7,16,5,13,5,13,1,2,0,1,1,1,0,1,2,2,2,4,2,2,2,8,8,2,,,,,,,,,102048067
2,22,53,47,1,1,"MARKETING REPRESENTATIVE",613,"SERVICE",5110,3,,52,3,2,3,2,1,100,,4,2,,,,2,1,2,4,2,1,1,2,1,2,,,,,,,,,102053047
2,22,53,74,1,1,"COMMERCIAL DRIVER(TAXI)",832,"SERVICE",6022,2,3,52,5,12,5,12,1,7,,1,2,,,,2,1,2,4,2,2,2,11,1,2,,,,,,,,,102053074
2,22,53,79,1,1,"TIMBER LOGGING",814,"FORESTRY",200,4,3,40,4,10,4,,1,15,,1,1,,,,2,2,2,4,2,2,2,6,5,2,,,,2,,,,,102053079
2,22,53,89,1,1,"PURCHASING CLERK(COCOA)",615,"SERVICE",5110,10,8,52,4,,4,6,1,1200,,4,2,,,,1,1,2,2,2,1,1,6,1,2,,,,,,,,,102053089
2,23,57,51,2,1,"DRINKING BAR OPERATOR",512,"HOTELS",5520,1,2,50,6,6,6,6,1,5,,1,2,,,,2,2,2,4,2,2,2,9,2,2,,,,,,,,,102057051
2,23,57,55,1,1,"FARM LABOURER",921,"AGRICULTURE",111,1,2,50,5,6,6,6,1,4,50,1,2,,,,2,2,2,4,2,2,2,6,,2,,,,,,,,,102057055
2,23,57,73,1,1,"FARM LABOURER",921,"AGRICULTURE",111,2,2,40,4,8,4,8,1,5,,1,2,,,,2,2,2,4,2,2,2,6,1,2,,,,,,,,,102057073
2,23,58,15,1,1,"DRIVER(TAXI)",832,"TRANSPORTATION",6022,4,,52,7,15,3,13,2,,,,2,,,,2,1,2,4,2,2,2,11,,2,,,,,,,,,102058015
2,23,58,56,1,1,"HAIRDRESSING(APPRENTICE)",31,"SERVICE",9302,2,,52,6,10,6,10,2,,,,2,,,,2,1,2,4,2,2,2,9,5,1,6,,,9,1,2,,,102058056
2,25,47,24,1,1,"CARPENTRY",742,"CONSTRUCTION",4540,18,,52,6,9,6,9,1,240,,3,2,,,,2,2,2,1,2,1,2,3,15,2,,,,,,,,,102047024
2,25,47,43,1,1,"PLANTING OF PINEAPPLE",921,"AGRICULTURE",113,3,,52,6,8,6,8,1,2,75,1,2,,,,2,1,2,1,2,1,2,6,70,2,,,,,,,,,102047043
2,27,46,29,1,1,"FISHING",615,"SERVICE",501,35,10,40,6,12,6,12,1,10,,1,1,3,,1,2,2,2,4,2,2,2,7,16,2,2,,,,,,,,102046029
2,27,46,36,1,1,"PASTOR",246,"SERVICE",9191,6,2,52,4,6,4,6,1,300,,3,1,10,,2,1,1,2,1,1,1,1,2,4,2,,,,,,,,,102046036
2,27,46,37,1,1,"FISHING",615,"SERVICE",501,15,10,50,6,12,6,12,1,10,,1,1,40,,1,2,2,2,4,2,2,2,7,16,2,,,,,,,,,102046037
2,27,46,54,1,1,"CARRIES FISHING ROPES",615,"SERVICE",501,2,,52,6,7,6,6,1,150,,6,1,3,,1,2,2,2,4,2,2,2,7,60,2,,,,,,,,,102046054
2,27,46,90,1,1,"FISHERMAN",621,"FISHING",501,10,,52,6,9,6,9,1,20,,1,1,10,,1,2,2,2,4,2,2,2,7,10,2,,,,,,,,,102046090
2,27,46,99,1,1,"FISHING",615,"MARINE FISHING",501,8,,52,6,14,6,12,1,10,,1,1,6,,1,2,2,2,4,2,2,2,7,15,2,,,,,,,,,102046099
2,27,46,100,1,1,"FISHING",615,"FISHING",501,10,4,50,6,12,6,12,1,6,,1,1,3,,1,2,1,2,4,2,2,2,7,16,2,,,,,,,,,102046100
2,27,46,119,2,1,"FISH SMOKING",741,"FISH PROCESSING",1512,5,,52,6,7,6,7,1,2,,1,1,1,,1,2,2,2,4,2,2,2,2,2,2,,,,,,,,,102046119
2,27,46,119,1,1,"FISHING",615,"MARINE FISHING",501,4,,52,6,8,6,8,1,6,,1,1,2,,1,2,2,2,4,2,2,2,7,27,2,,,,,,,,,102046119
2,29,41,2,1,1,"TEACHING PREPARATORY SCHOOL",332,"EDUCATION SERVICE",8010,,7,28,5,7,5,7,1,45,,3,2,,,,1,1,1,1,2,2,2,14,15,1,,,4,5,4,2,,,102041002
2,29,41,60,1,1,"FISHERMAN",921,"FISHING",501,,,52,7,,,,1,,,3,2,,,,,,1,1,,,2,7,,,,,,,,,,,102041060
2,29,41,61,1,1,"LABOURER AT MOFA",921,"AGRICULTURE",140,25,,52,5,8,5,8,1,180,,3,2,,,,1,1,1,1,1,1,2,1,43,2,,,,,,,,,102041061
2,29,41,80,1,1,"DRIVER IN A BANK",832,"FINANCIAL INSTITUTION",6022,12,,52,5,9,5,5,1,458,7,3,2,,,,2,1,1,1,1,1,2,1,300,2,,,,,,,,,102041080
2,29,42,3,1,1,"FISHERY WORKER",615,"FISHING",501,15,10,50,6,10,6,10,1,25,,1,1,10,,2,2,2,2,4,2,2,2,7,10,2,,,,,,,,,102042003
2,29,42,9,1,1,"HAIRDRESSING",513,"HAIRDRESSING & BEAUTY",9302,,11,44,6,10,6,10,1,1,,1,2,,,,2,2,2,4,2,2,2,9,2,1,1,,,9,7,2,,,102042009
2,29,42,13,1,1,"OUTBOARD MOTOR REPAIRS",723,"SERVICE",5020,1,6,52,6,10,6,10,1,12,,1,1,10,,2,2,2,2,4,2,2,2,4,5,2,,,,,,,,,102042013
2,29,42,14,2,1,"FISH SMOKING",615,"MANUFACTURING",1512,10,6,40,5,10,6,10,1,7,,1,1,5,,1,2,2,2,4,2,2,2,2,2,2,,,,,,,,,102042014
2,29,42,21,1,1,"FISH SMOKING",615,"MANUFACTURING",1512,20,,50,6,10,6,10,1,6,,1,1,5,,1,2,2,2,4,2,2,2,2,3,2,,,,,,,,,102042021
2,29,42,25,1,1,"FISHING",615,"SERVICE",501,20,,52,6,12,6,12,1,12,,1,1,5,,1,2,2,2,4,2,2,2,7,16,2,,,,,,,,,102042025
2,29,42,26,1,1,"FISHING",615,"FISHING",501,9,1,40,6,10,6,12,1,150,,3,1,10,,1,2,2,2,4,2,2,2,7,18,2,,,,,,,,,102042026
2,29,42,32,1,1,"MARKET SALES PERSON",523,"RETAIL OF FOOD",5220,2,,50,6,3,6,3,1,4,,1,2,,,,2,2,2,2,2,2,2,10,1,2,,,,,,,,,102042032
2,29,42,38,2,1,"FISHERY WORKER",615,"FISHING",501,10,6,48,6,10,6,12,1,7,,1,1,10,,2,2,2,2,4,2,2,2,7,12,2,,,,,,,,,102042038
2,29,42,50,2,1,"FISHING",615,"MANUFACTURING",501,20,6,52,6,12,7,12,1,10,,1,1,2,,1,2,2,2,4,2,2,2,7,16,2,,,,,,,,,102042050
2,29,42,50,1,1,"SALES ASSISTANT",523,"RETAIL",5252,6,3,52,6,4,6,4,1,3,,1,1,1,,1,2,2,2,4,2,2,2,9,1,2,,,,,,,,,102042050
2,29,42,52,2,1,"FISHING",615,"FISHING",501,15,6,48,6,10,6,10,1,200,,3,1,15,,1,2,2,2,4,2,2,2,7,18,2,,,,,,,,,102042052
2,29,43,92,1,1,"OCEAN FISHING",615,"FISHING",501,3,,52,6,2,6,2,1,8,,1,1,3,50,1,2,1,2,1,2,2,2,7,30,2,,,,,,,,,102043092
2,29,43,102,1,1,"OCEAN FISHING",615,"FISHING",501,20,,52,7,12,7,12,1,10,,1,1,5,,1,2,1,2,2,2,2,2,7,7,2,,,,,,,,,102043102
2,29,43,113,1,1,"ZOOMLION",916,"WASTE MANAGEMENT",9000,3,,12,5,4,5,4,1,50,,3,1,10,,6,1,2,2,1,2,2,2,7,44,2,,,,,,,,,102043113
2,29,43,120,1,1,"OCEAN FISHING",615,"FISHING",501,40,,26,6,10,2,5,1,3,,1,1,2,,1,2,1,2,2,2,2,2,7,7,2,,,,,,,,,102043120
2,29,44,39,1,1,"TEACHING JHS(ENGLISH)",232,"EDUCATION",8021,9,,43,5,6,5,4,1,350,,3,2,,,,1,1,1,1,1,1,2,14,13,2,,,,,,,,,102044039
2,29,44,105,1,1,"STORE KEEPER(BEER BAR)",522,"RETAIL TRADE",5252,10,,52,7,15,7,15,1,45,,3,2,,,,2,2,1,1,2,2,2,9,3,2,,,,,,,,,102044105
2,29,44,128,1,1,"CHAIN SAW OPERATOR",833,"MANUFACTURING",2010,20,,12,7,9,2,9,1,50,,2,2,,,,2,2,2,4,2,2,2,5,2,2,,,,,,,,,102044128
2,29,60,10,1,1,"COMMERCIAL DRIVER(TROTRO)",832,"SERVICE",6021,5,6,40,6,12,6,12,1,12,,1,2,,,,2,1,2,4,2,2,2,10,2,2,,,,,,,,,102060010
2,31,39,4,1,1,"PRIMARY TEACHER",331,"EDUCATION",8010,3,,40,5,6,5,6,1,260,,3,2,,,,1,1,1,1,1,1,2,14,9,1,,1,,5,2,2,,,102039004
2,31,39,5,1,1,"J.S.S ENGLISH TEACHER",232,"EDUCATION",8021,3,,52,5,8,7,8,1,170,,3,2,,,,1,1,1,3,1,1,2,14,6,2,,,,,,,,,102039005
2,31,40,35,1,1,"TEACHER JHS",232,"EDUCATION",8021,5,,36,5,8,2,16,1,185,,3,2,,,,1,1,1,3,1,1,2,14,5,2,,,,,,,,,102040035
2,31,40,36,1,1,"TEACHING AT JHS",232,"EDUCATION",8021,9,,36,5,8,2,8,1,200,,3,2,,,,1,1,1,1,1,1,2,14,5,2,,,,,,,,,102040036
3,1,61,29,1,1,"COMMUNITY SOLDIER",516,"GUIDING DEFENCE SECRETARY",7523,5,,48,5,8,5,8,1,80,,3,2,,,,1,2,1,4,1,1,1,1,5,1,2,1,,9,4,2,,,103061029
3,1,61,47,1,1,"SELLS SECOND HAND CLOTHING",523,"RETAIL TRADE",5232,,6,26,6,8,6,8,1,4,,1,2,,,,2,2,2,4,2,2,2,9,2,2,,,,,,,,,103061047
3,1,61,55,1,1,"AUDITOR",341,"FINANCE",6519,25,,52,5,8,5,8,1,800,,3,2,,,,1,2,1,1,1,1,1,1,16,2,,,,,,,,,103061055
3,1,61,58,2,1,"ADMINISTRATIVE ASSOCIATION PRO",343,"FISHING ACTIVITY",501,3,,50,5,9,5,9,1,350,,3,1,20,,2,1,1,1,3,1,1,1,1,30,1,,,3,2,2,2,,,103061058
3,1,61,69,1,1,"VEHICLE SPRAYING",731,,,3,,1,6,8,6,8,1,80,,3,2,,,,1,1,1,4,1,1,2,4,13,2,,,,,,,,,103061069
3,1,61,85,1,1,"MOTOR VEHICLE OPERATOR",832,"SUPPORTING AUXILLIARY TRANSPOR",6302,5,,50,6,10,6,10,1,200,,4,1,10,,2,1,2,1,4,1,1,2,3,,1,3,,3,9,2,2,,,103061085
