"id1","id2","hhno","s3aiii_0","s3aiii_a","s3aiii_b1","s3aiii_b2","s3aiii_c1","s3aiii_c2"
1,1,101003004,32,1,1,,1,60
1,1,101003004,42,8,1,,15,
1,1,101003004,13,1,1,,300,
1,1,101003004,41,12,1,,25,
1,1,101003004,33,2,1,,6,
1,1,101003005,32,1,1,,1,40
1,1,101003005,43,1,1,,1,50
1,1,101003005,2,1,1,,35,
1,1,101003005,33,2,1,,6,
1,1,101003005,6,1,1,,100,
1,1,101003005,41,11,1,,25,
1,1,101003005,1,1,1,,10,
1,1,101003005,42,9,1,,20,
1,1,101003009,32,1,,,2,
1,1,101003009,1,2,,,15,
1,1,101003009,25,1,,,15,
1,1,101003009,10,1,,,7,
1,1,101003009,9,1,,,15,
1,1,101003009,43,1,,,3,
1,1,101003009,42,10,,,15,
1,1,101003009,41,8,,,12,
1,1,101003009,33,2,,,10,
1,1,101003011,41,25,1,,35,
1,1,101003011,10,1,1,,10,
1,1,101003011,9,1,1,,20,
1,1,101003011,42,12,1,,20,
1,1,101003011,32,4,,,6,40
1,1,101003011,33,4,,,12,
1,1,101003011,25,1,,,25,
1,1,101003011,1,6,1,,40,
1,1,101003012,25,2,1,,90,
1,1,101003012,27,1,1,,200,
1,1,101003012,43,2,1,,6,
1,1,101003012,6,2,1,,350,
1,1,101003012,42,25,1,,28,
1,1,101003012,33,10,1,,30,
1,1,101003012,1,4,1,,50,
1,1,101003012,44,1,1,,400,
1,1,101003012,32,2,1,,3,40
1,1,101003012,41,20,1,,63,
1,1,101003012,9,1,1,,20,
1,1,101003012,30,1,1,,40,
1,1,101003013,33,2,1,,6,
1,1,101003013,42,15,1,,20,
1,1,101003013,32,2,1,,4,
1,1,101003013,41,20,1,,35,
1,1,101003013,1,5,1,,60,
1,1,101003013,40,3,1,,7,
1,1,101003015,43,1,1,,2,50
1,1,101003015,5,1,1,,50,
1,1,101003015,32,1,1,,11,
1,1,101003015,39,1,1,,3,
1,1,101003015,25,2,1,,40,
1,1,101003015,33,1,1,,3,
1,1,101003015,1,1,1,,90,
1,1,101003015,42,5,1,,9,
1,1,101003015,41,3,1,,8,
1,1,101003020,1,1,1,,20,
1,1,101003020,33,1,1,,2,
1,1,101003020,10,1,1,,15,
1,1,101003020,41,6,1,,5,
1,1,101003020,42,4,1,,2,
1,1,101003026,25,2,1,,60,
1,1,101003026,41,12,1,,30,
1,1,101003026,42,3,1,,6,
1,1,101003026,33,1,1,,3,
1,1,101003026,32,2,1,,3,
1,1,101003026,10,1,1,,5,
1,1,101003032,41,4,1,,6,
1,1,101003032,26,1,1,,25,
1,1,101003032,42,5,1,,7,
1,1,101003032,33,1,1,,3,
1,1,101003032,1,2,1,,6,
1,1,101003032,43,1,1,,1,50
1,1,101003032,32,1,1,,1,50
1,1,101003037,42,10,1,,20,
1,1,101003037,41,8,1,,12,
1,1,101003037,43,1,1,,1,50
1,1,101003037,32,1,1,,1,50
1,1,101003037,33,2,1,,6,
1,1,101003037,1,5,1,,50,
1,1,101003037,10,1,1,,8,
1,1,101003040,25,1,1,,20,
1,1,101003040,33,6,1,,15,
1,1,101003040,32,2,1,,2,50
1,1,101003040,10,2,1,,10,
1,1,101003040,43,1,1,,2,
1,1,101003040,1,6,1,,20,
1,1,101003043,42,10,1,2,20,
1,1,101003043,2,2,1,2,60,
1,1,101003043,41,14,1,2,35,
1,1,101003043,1,2,1,2,30,
1,1,101003043,33,2,1,2,6,
1,1,101003043,10,1,1,2,5,
1,1,101003043,39,1,1,2,3,
1,1,101003043,25,1,1,2,20,
1,1,101003043,32,2,1,2,3,
1,1,101003046,21,1,,,10,
1,1,101003046,41,8,1,,20,
1,1,101003046,43,1,1,,4,
1,1,101003046,2,1,,,50,
1,1,101003046,9,1,,,20,15
1,1,101003046,1,5,,,30,
1,1,101003046,42,5,1,,8,
1,1,101003046,27,1,,,60,
1,1,101003046,33,1,,,2,
1,1,101003046,10,1,,,5,
1,1,101003046,25,2,,,60,
1,1,101003050,27,1,1,,90,
1,1,101003050,10,1,1,,10,
1,1,101003050,30,1,1,,50,
1,1,101003050,40,3,1,,6,
1,1,101003050,43,1,1,,1,50
1,1,101003050,41,8,1,,9,
1,1,101003050,3,1,1,,4,50
1,1,101003050,1,4,1,,600,
1,1,101003050,21,1,1,,15,
1,1,101003050,25,1,1,,40,
1,1,101003050,9,1,1,,13,
1,1,101003050,33,1,1,,3,50
1,1,101003050,42,11,1,,13,
1,1,101008004,21,1,1,,5,
1,1,101008004,2,1,1,,15,
1,1,101008004,33,3,1,,13,
1,1,101008004,25,1,1,,20,
1,1,101008004,41,11,1,,50,
1,1,101008004,42,15,1,,10,
1,1,101008004,1,6,1,,25,
1,1,101008004,43,1,1,,,50
1,1,101008004,39,1,1,,1,
1,1,101008014,44,4,1,2,1200,
1,1,101008014,41,8,1,2,30,
1,1,101008014,1,6,1,2,20,
1,1,101008014,42,100,1,2,90,
1,1,101008014,10,1,1,2,30,
1,1,101008014,33,5,1,2,30,
1,1,101008017,43,1,1,,4,0
1,1,101008017,42,10,2,,10,0
1,1,101008017,24,6,5,6,4,0
1,1,101008017,41,3,2,,20,0
1,1,101008019,33,2,1,,50,
1,1,101008019,43,1,1,,15,
1,1,101008019,41,18,1,,150,
1,1,101008019,44,6,1,,1800,
1,1,101008019,25,2,2,3,70,
1,1,101008019,42,20,1,,200,
1,1,101008019,1,12,1,,100,
1,1,101008019,32,2,1,,4,
1,1,101008021,41,2,1,,5,
1,1,101008021,42,5,1,,2,
1,1,101008021,25,1,1,,10,
1,1,101008021,1,2,1,,3,50
1,1,101008021,33,2,1,,1,50
1,1,101008022,41,20,1,2,200,
1,1,101008022,13,1,1,2,40,
1,1,101008022,33,2,1,2,1,50
1,1,101008022,25,1,1,,25,
1,1,101008022,1,4,1,2,70,
1,1,101008022,6,1,1,2,150,
1,1,101008022,32,1,1,2,2,
1,1,101008022,42,50,1,2,100,
1,1,101008022,2,1,1,2,50,
1,1,101008022,43,2,1,2,5,
1,1,101008029,9,1,1,,30,
1,1,101008029,27,1,1,,200,
1,1,101008029,13,1,1,,90,
1,1,101008029,25,2,1,2,150,
1,1,101008029,22,1,1,,60,
1,1,101008029,24,7,1,,20,
1,1,101008029,30,1,1,,50,
1,1,101008029,42,5,1,2,10,
1,1,101008029,39,1,1,,3,
1,1,101008029,41,12,1,2,20,
1,1,101008029,40,2,1,,6,
1,1,101008029,33,2,1,,10,
1,1,101008029,1,5,1,,20,
1,1,101008035,1,2,1,,50,
1,1,101008035,33,2,1,2,20,
1,1,101008035,44,2,1,,100,
1,1,101008035,6,1,1,,300,
1,1,101008035,41,5,1,,40,
1,1,101008035,43,2,1,,6,
1,1,101008035,22,2,1,,100,
1,1,101008035,42,12,1,,15,
1,1,101008035,10,1,1,,12,
1,1,101008044,13,1,1,2,150,
1,1,101008044,21,1,1,2,6,
1,1,101008044,9,1,1,2,10,
1,1,101008044,44,2,1,2,1200,
1,1,101008044,25,2,1,2,200,
1,1,101008044,42,15,1,2,12,50
1,1,101008044,22,3,1,,700,
1,1,101008044,27,1,1,2,50,
1,1,101008044,6,1,1,2,100,
1,1,101008044,20,1,1,2,8,
1,1,101008044,41,7,1,2,20,
1,1,101008044,1,8,1,2,120,
1,1,101008044,30,1,1,2,60,
1,1,101008044,43,1,1,2,1,
1,1,101008044,32,1,1,2,5,
1,1,101008044,33,4,1,2,,
1,1,101008047,42,6,1,,5,
1,1,101008047,1,3,1,,5,
1,1,101008047,41,15,1,,20,
1,1,101008047,44,1,1,,150,
1,1,101008047,33,4,1,,8,
1,1,101008053,33,1,1,,6,50
1,1,101008053,44,1,1,,600,
1,1,101008053,1,2,1,,31,50
1,1,101008053,41,6,1,,7,
1,1,101008053,42,7,1,,3,
1,1,101008060,18,2,1,,16,
1,1,101008060,5,1,1,,50,
1,1,101008060,33,2,1,,10,
1,1,101008060,42,5,1,,10,
1,1,101008060,24,7,1,,35,
1,1,101008060,15,1,1,,380,
1,1,101008060,25,1,1,,150,
1,1,101008060,1,1,,,150,
1,1,101008060,10,1,1,,15,
1,1,101008060,41,3,1,,15,
1,1,101008060,43,1,1,,3,
1,1,101008067,25,2,1,2,80,
1,1,101008067,34,2,,,,
1,1,101008067,42,10,1,2,300,
1,1,101008067,1,11,1,2,50,
1,1,101008067,2,1,2,,20,
1,1,101008067,41,25,1,2,300,
1,1,101008067,44,1,1,2,2000,
1,1,101008067,35,2,,,,
1,1,101008067,10,1,1,,5,
1,1,101008067,32,2,1,2,5,
1,1,101008067,33,4,1,2,10,
1,1,101008067,39,1,1,2,2,
1,1,101008074,42,21,1,,20,
1,1,101008074,33,6,1,,50,
1,1,101008074,41,12,1,,80,
1,1,101008074,43,2,1,,2,
1,1,101008074,25,1,2,,10,
1,1,101008074,44,1,1,,800,
1,1,101008074,32,2,1,,5,
1,1,101008074,1,23,1,,200,
1,1,101008078,42,10,1,,5,
1,1,101008078,33,4,1,,4,
1,1,101008078,41,6,1,,20,
1,1,101008078,32,1,1,,1,
1,1,101008078,43,1,1,,3,
1,1,101008078,1,7,1,,40,
1,2,101005001,42,,1,,10,
1,2,101005001,41,,1,,30,
1,2,101005001,10,1,1,,10,
1,2,101005001,44,1,,,900,
1,2,101005001,27,1,1,,150,
1,2,101005001,4,1,1,,120,
1,2,101005001,25,1,1,,120,
1,2,101005001,43,,1,,5,
1,2,101005001,11,1,1,,20,
1,2,101005001,21,1,1,,12,
1,2,101005003,1,5,,,100,
1,2,101005003,33,4,1,,10,
1,2,101005003,24,4,3,,15,
1,2,101005003,41,12,1,,5,
1,2,101005003,42,30,1,,100,
1,2,101005003,44,5,,,2500,
1,2,101005004,44,1,1,,800,
1,2,101005004,42,15,1,,15,
1,2,101005004,43,1,1,,5,
1,2,101005004,33,2,1,,120,
1,2,101005004,27,1,1,,70,
1,2,101005004,41,20,1,,12,
1,2,101005004,10,1,1,,8,
1,2,101005004,11,1,1,,10,
1,2,101005013,1,1,,,90,
1,2,101005013,16,1,,,0,
1,2,101005013,14,1,1,2,90,
1,2,101005013,11,1,,,25,
1,2,101005013,33,4,1,2,10,
1,2,101005013,27,1,1,2,0,
1,2,101005013,43,1,1,2,5,
1,2,101005013,42,14,1,2,20,
1,2,101005013,39,1,1,2,3,
1,2,101005013,41,10,1,2,4,
1,2,101005013,10,1,,,4,
1,2,101005013,22,2,2,3,80,
1,2,101005013,30,1,,,90,
1,2,101005013,25,2,1,3,90,
1,2,101005013,15,1,,,0,
1,2,101005013,44,1,,,100,
1,2,101005013,24,15,3,4,40,
1,2,101005019,41,20,1,2,10,
1,2,101005019,21,1,1,2,10,
1,2,101005019,33,5,1,2,20,
1,2,101005019,9,1,1,2,10,
1,2,101005019,25,1,1,2,150,
1,2,101005019,27,1,1,2,100,
1,2,101005019,1,1,1,2,50,
1,2,101005019,10,1,1,2,5,
1,2,101005019,42,15,1,2,17,80
1,2,101005019,32,1,1,2,15,
1,2,101005022,42,10,1,,25,
1,2,101005022,44,4,1,,3000,
1,2,101005022,10,1,,,10,
1,2,101005022,9,1,,,12,
1,2,101005022,1,1,,,50,
1,2,101005022,41,10,1,,10,
1,2,101005022,43,1,,,5,
1,2,101005023,41,4,1,,10,
1,2,101005023,23,1,1,,400,
1,2,101005023,2,1,1,,100,
1,2,101005023,42,4,1,,6,
1,2,101005023,44,3,1,,900,
1,2,101005023,43,1,1,,5,
1,2,101005023,10,2,1,,24,
1,2,101005023,33,2,1,,10,
1,2,101005023,1,4,1,,150,
1,2,101005024,33,3,1,2,7,
1,2,101005024,10,1,1,,8,
1,2,101005024,21,1,1,2,16,
1,2,101005024,27,1,1,2,180,
1,2,101005024,25,3,1,2,240,
1,2,101005024,14,1,1,2,70,
1,2,101005024,44,1,1,2,2000,
1,2,101005024,9,1,,2,25,
1,2,101005024,40,2,3,,4,
1,2,101005024,41,10,1,2,10,
1,2,101005024,3,1,1,2,15,
1,2,101005024,24,4,1,,35,
1,2,101005024,6,1,1,2,120,
1,2,101005024,1,1,1,2,400,
1,2,101005024,2,1,2,,30,
1,2,101005024,42,9,1,2,5,
1,2,101005024,11,1,1,2,25,
1,2,101005025,41,6,1,,15,
1,2,101005025,42,3,1,,3,
1,2,101005025,33,3,1,,16,
1,2,101005033,42,25,1,,21,80
1,2,101005033,24,12,2,3,19,
1,2,101005033,43,1,1,,5,
1,2,101005033,33,2,,,4,25
1,2,101005036,22,1,2,,20,
1,2,101005036,25,1,2,,50,
1,2,101005036,1,3,,,30,
1,2,101005036,24,5,2,4,10,
1,2,101005036,43,,1,,,
1,2,101005036,10,1,,,5,
1,2,101005036,33,3,1,,9,
1,2,101005036,41,8,1,2,5,
1,2,101005036,42,2,1,,4,
1,2,101005036,32,2,1,,8,
1,2,101005036,9,1,,,10,50
1,2,101005040,42,15,1,,15,
1,2,101005040,33,3,1,,6,
1,2,101005040,32,2,1,,4,
1,2,101005040,44,15,1,,1200,
1,2,101005040,41,6,,,,
1,2,101005041,42,20,,,15,
1,2,101005041,41,10,,,15,
1,2,101005051,9,1,1,,30,
1,2,101005051,41,5,1,,10,
1,2,101005051,25,1,1,,25,
1,2,101005051,13,1,,,100,
1,2,101005051,5,1,1,,50,
1,2,101005051,21,1,1,,70,
1,2,101005051,32,3,1,,60,
1,2,101005051,1,1,,,30,
1,2,101005051,43,1,1,,2,
1,2,101005051,33,3,1,,60,
1,2,101005051,42,20,1,,20,
1,2,101005051,2,1,1,,50,
1,2,101005051,10,1,1,,40,
1,2,101005051,7,1,1,,150,
1,2,101005052,1,1,,,100,
1,2,101005052,41,20,1,,25,
1,2,101005052,43,1,,,5,20
1,2,101005052,42,6,1,,15,
1,2,101005052,32,1,1,,25,
1,2,101005052,33,3,1,,10,
1,2,101006001,33,5,1,,4,
1,2,101006001,25,1,1,,15,
1,2,101006001,42,4,1,,6,50
1,2,101006001,10,1,1,,12,
1,2,101006001,41,3,1,,4,
1,2,101006002,32,1,1,,2,50
1,2,101006002,1,4,1,,80,
1,2,101006002,33,2,1,,6,
1,2,101006002,42,5,1,,4,
1,2,101006002,10,1,1,,6,
1,2,101006002,43,1,1,,1,50
1,2,101006002,41,6,1,,6,50
1,2,101006009,41,8,1,,20,
1,2,101006009,21,1,1,,15,
1,2,101006009,42,9,1,,15,
1,2,101006009,1,2,1,,30,
1,2,101006009,33,2,1,,6,
1,2,101006009,24,10,1,,70,
1,2,101006009,25,1,1,,50,
1,2,101006011,10,1,1,,15,
1,2,101006011,33,2,1,,4,
1,2,101006011,25,1,1,,40,
1,2,101006011,32,1,1,,1,60
1,2,101006011,42,15,1,,16,
1,2,101006011,41,6,1,,55,
1,2,101006011,43,1,1,,2,50
1,2,101006015,10,1,1,,30,
1,2,101006015,1,3,1,,150,
1,2,101006015,42,28,1,,25,
1,2,101006015,36,1,1,,2000,
1,2,101006015,33,6,1,,18,
1,2,101006015,32,1,1,,2,
1,2,101006015,43,1,1,,2,
1,2,101006015,41,22,1,,27,
1,2,101006023,33,4,1,,32,
1,2,101006023,43,1,1,,2,50
1,2,101006023,6,1,1,,500,
1,2,101006023,22,1,1,,40,
1,2,101006023,9,1,1,,20,
1,2,101006023,1,3,1,,600,
1,2,101006023,21,1,1,,20,
1,2,101006023,24,2,1,,16,
1,2,101006023,27,1,1,,150,
1,2,101006023,2,1,1,,60,
1,2,101006023,42,8,1,,4,
1,2,101006023,25,2,1,2,100,
1,2,101006023,41,25,1,,80,
1,2,101006023,44,1,1,,300,
1,2,101006023,10,1,1,,15,
1,2,101006023,40,5,1,,,
1,2,101006029,33,3,1,,9,
1,2,101006029,10,1,1,,8,
1,2,101006029,42,16,1,,19,
1,2,101006029,9,1,1,,20,
1,2,101006029,32,2,1,,3,60
1,2,101006029,41,14,1,,30,
1,2,101006029,1,6,1,,50,
1,2,101006036,41,10,1,,9,
1,2,101006036,1,1,1,,10,
1,2,101006036,43,1,1,,1,50
1,2,101006036,24,8,1,,65,
1,2,101006036,33,5,1,,22,
1,2,101006036,42,5,1,,8,
1,2,101006042,42,20,1,,48,
1,2,101006042,33,2,1,,8,
1,2,101006042,10,1,1,,10,
1,2,101006042,1,4,1,,60,
1,2,101006042,43,1,1,,2,50
1,2,101006042,40,3,1,,8,
1,2,101006042,39,1,1,,2,50
1,2,101006042,21,1,1,,10,
1,2,101006042,32,1,1,,2,
1,2,101006042,2,1,1,,35,
1,2,101006042,41,26,1,,28,
1,2,101006052,42,3,1,,3,
1,2,101006052,33,1,1,,3,
1,2,101006052,41,4,1,,10,
1,2,101006055,1,4,1,2,100,
1,2,101006055,10,1,1,2,15,
1,2,101006055,9,1,1,2,25,
1,2,101006055,41,26,1,,40,
1,2,101006055,42,2,1,,2,
1,2,101006055,24,4,1,,32,
1,2,101006055,25,2,1,2,100,
1,2,101006055,32,1,1,,6,
1,2,101006055,33,3,1,,15,
1,2,101006056,5,1,1,,30,
1,2,101006056,43,2,1,,4,80
1,2,101006056,2,1,1,,30,
1,2,101006056,41,60,1,,85,
1,2,101006056,33,6,,,18,
1,2,101006056,10,1,1,,12,
1,2,101006056,3,1,1,,9,
1,2,101006056,7,1,1,,250,
1,2,101006056,27,1,1,,50,
1,2,101006056,22,1,1,,25,
1,2,101006056,42,50,1,,52,
1,2,101006056,1,2,,,40,
1,2,101006056,20,1,1,,35,
1,2,101006056,40,2,1,,12,
1,2,101006056,32,1,,,7,
1,2,101006056,24,20,,,25,
1,2,101006056,25,1,1,,35,
1,2,101006056,21,1,,,15,
1,2,101006059,41,15,1,,30,
1,2,101006059,42,7,1,,15,
1,2,101006059,39,1,1,,3,
1,2,101006059,21,1,1,,18,
1,2,101006059,25,1,1,,25,
1,2,101006059,33,2,1,,7,
1,2,101006059,1,4,1,,40,
1,2,101006059,10,1,1,,10,
1,2,101006059,9,1,1,,20,
1,2,101006059,43,1,1,,1,
1,2,101006059,27,1,1,,40,
1,2,101006060,32,1,1,,2,
1,2,101006060,41,20,1,,28,
1,2,101006060,33,4,1,,12,
1,2,101006060,1,1,1,,15,
1,2,101006060,42,19,1,,24,
1,2,101006064,42,20,1,,15,
1,2,101006064,9,1,1,,20,
1,2,101006064,32,1,1,,2,
1,2,101006064,43,1,1,,2,50
1,2,101006064,7,1,1,,250,
1,2,101006064,41,25,1,,25,
1,2,101006064,10,1,1,,15,
1,2,101006064,21,1,1,,15,
1,2,101006064,33,6,1,,10,
1,2,101006064,1,4,1,,80,
1,2,101007001,36,1,1,,12000,
1,2,101007001,5,1,1,,30,
1,2,101007001,25,2,1,,1500,
1,2,101007001,42,10,1,,25,
1,2,101007001,21,1,1,,15,
1,2,101007001,9,1,1,,30,
1,2,101007001,24,15,1,,250,
1,2,101007001,19,1,1,,150,
1,2,101007001,6,1,1,,80,
1,2,101007001,27,1,1,,400,
1,2,101007001,43,2,1,,20,
1,2,101007001,12,1,1,,150,
1,2,101007001,30,1,1,,150,
1,2,101007001,14,1,1,,200,
1,2,101007001,1,5,1,,400,
1,2,101007001,41,8,1,,30,
1,2,101007001,10,1,1,,10,
1,2,101007001,16,1,1,,1300,
1,2,101007004,42,18,1,,40,
1,2,101007004,25,3,1,2,170,
1,2,101007004,33,3,1,,9,
1,2,101007004,21,1,1,,12,
1,2,101007004,41,8,1,,60,
1,2,101007004,43,1,1,,2,
1,2,101007004,29,1,1,,60,
1,2,101007004,10,1,1,,120,
1,2,101007004,1,4,1,,60,
1,2,101007004,5,1,1,,30,
1,2,101007004,9,1,1,,30,
1,2,101007004,27,1,1,,220,
1,2,101007007,33,2,,,6,
1,2,101007007,5,1,,,15,
1,2,101007007,13,1,,,150,
1,2,101007007,7,1,,,800,
1,2,101007007,40,3,,,4,50
1,2,101007007,27,1,,,400,
1,2,101007007,32,1,,,5,
1,2,101007007,42,15,,,20,50
1,2,101007007,29,1,,,15,
1,2,101007007,25,1,,,60,
1,2,101007007,24,10,,,100,
1,2,101007007,21,1,,,10,
1,2,101007007,41,13,,,20,
1,2,101007010,1,2,1,,30,
1,2,101007010,32,1,2,,2,
1,2,101007010,43,20,1,,50,
1,2,101007010,42,15,2,,50,
1,2,101007010,41,10,1,2,100,
1,2,101007010,44,1,1,,200,
1,2,101007010,33,5,1,2,50,
1,2,101007011,27,1,1,,120,
1,2,101007011,42,9,1,,30,
1,2,101007011,22,1,1,,50,
1,2,101007011,10,1,1,,21,
1,2,101007011,3,1,1,,25,
1,2,101007011,2,1,1,,75,
1,2,101007011,33,3,1,,15,
1,2,101007011,44,1,1,,1500,
1,2,101007011,6,1,1,,75,
1,2,101007011,1,4,1,,150,
1,2,101007011,30,1,1,,150,
1,2,101007011,41,8,1,,70,
1,2,101007011,43,2,1,,6,
1,2,101007014,41,4,,,10,
1,2,101007014,33,1,1,,2,50
1,2,101007014,43,1,1,,1,50
1,2,101007014,42,6,,,6,
1,2,101007014,32,1,1,,3,
1,2,101007019,42,6,1,,6,
1,2,101007019,11,1,1,,20,
1,2,101007019,21,1,1,,15,
1,2,101007019,41,5,1,,15,
1,2,101007019,25,2,1,2,80,
1,2,101007019,33,2,1,,8,
1,2,101007019,9,1,1,,20,
1,2,101007019,1,4,1,,40,
1,2,101007025,32,2,1,6,4,
1,2,101007025,41,3,,,9,
1,2,101007025,33,2,6,,4,
1,2,101007025,42,2,,,1,
1,2,101007026,33,10,,,25,
1,2,101007026,43,1,2,,150,
1,2,101007026,27,1,,,10,
1,2,101007026,42,30,,,20,
1,2,101007026,1,2,,,30,
1,2,101007026,41,8,,,30,
1,2,101007026,10,1,,,3,
1,2,101007026,21,1,,,5,
1,2,101007028,33,1,1,,5,
1,2,101007028,9,1,1,,8,
1,2,101007028,25,1,1,,80,
1,2,101007028,10,1,1,,15,
1,2,101007028,32,1,1,,4,
1,2,101007028,41,6,1,,24,
1,2,101007028,21,1,1,,15,
1,2,101007028,42,8,1,,8,
1,2,101007028,1,4,1,,45,
1,2,101007028,43,1,1,,3,
1,2,101007028,3,1,1,,5,
1,2,101007028,44,1,1,,300,
1,2,101007033,10,2,1,,15,
1,2,101007033,11,1,1,,20,
1,2,101007033,41,4,,,10,
1,2,101007033,32,1,,,1,50
1,2,101007033,42,1,,,1,
1,2,101007033,33,2,,,6,
1,2,101007033,25,1,1,,10,
1,2,101007036,33,2,1,,5,50
1,2,101007036,10,1,1,,15,
1,2,101007036,41,4,1,,20,
1,2,101007036,25,3,1,2,60,
1,2,101007036,3,1,1,,4,50
1,2,101007036,42,8,1,,18,
1,2,101007036,44,1,1,,200,
1,2,101007036,43,1,1,,2,
1,2,101007036,2,1,4,,70,
1,2,101007040,9,1,1,2,50,
1,2,101007040,25,2,1,2,30,
1,2,101007040,11,1,1,2,30,
1,2,101007040,33,3,1,2,9,
1,2,101007040,42,5,1,2,3,
1,2,101007040,27,1,1,2,200,
1,2,101007040,44,1,1,2,500,
1,2,101007040,21,1,1,2,30,
1,2,101007040,32,1,1,2,8,
1,2,101007040,41,30,1,2,250,
1,2,101007040,1,6,1,2,500,
1,2,101007068,27,1,,,100,
1,2,101007068,41,7,,,70,
1,2,101007068,42,10,,,15,
1,2,101007068,32,1,,,5,
1,2,101007068,33,2,,,5,
1,2,101007068,43,1,1,,5,
1,2,101007082,10,1,1,,15,
1,2,101007082,3,1,1,,10,
1,2,101007082,33,3,,,4,50
1,2,101007082,44,1,1,,500,
1,2,101007082,1,5,1,,20,
1,2,101007082,41,5,,,20,
1,2,101007082,27,1,1,,100,
1,2,101007082,9,1,1,,20,
1,2,101007082,42,15,,,17,
1,2,101007082,25,1,1,,40,
1,2,101007082,30,2,1,,200,
1,2,101025002,39,1,99,,5,
1,2,101025002,32,2,99,,10,
1,2,101025002,41,12,99,,10,
1,2,101025002,10,1,99,,15,
1,2,101025002,42,8,99,,15,
1,2,101025002,30,1,99,,70,
1,2,101025002,33,2,99,,12,
1,2,101025002,13,1,99,,70,
1,2,101025002,11,2,99,,40,
1,2,101025002,9,2,99,,43,
1,2,101025002,24,10,4,,105,
1,2,101025002,27,1,99,,180,
1,2,101025002,43,3,99,,9,
1,2,101025003,10,1,99,,28,
1,2,101025003,25,2,1,2,180,
1,2,101025003,33,2,99,,3,
1,2,101025003,27,1,99,,200,
1,2,101025003,43,1,99,,3,
1,2,101025003,42,12,99,,7,
1,2,101025003,9,1,99,,30,
1,2,101025003,41,10,99,,15,
1,2,101025006,33,1,99,,10,
1,2,101025006,42,7,99,,6,
1,2,101025006,10,1,99,,15,
1,2,101025006,41,10,99,,5,
1,2,101025006,44,1,99,,5000,
1,2,101025006,43,1,99,,3,
1,2,101025012,44,1,99,,2000,
1,2,101025012,33,2,99,,4,
1,2,101025012,43,2,99,,6,
1,2,101025012,32,1,99,,3,
1,2,101025012,10,1,99,,15,
1,2,101025012,1,1,99,,400,
1,2,101025012,41,6,99,,3,50
1,2,101025012,42,6,99,,10,
1,2,101025012,22,1,99,,150,
1,2,101025012,25,1,1,,200,
1,2,101025013,27,1,99,,80,
1,2,101025013,10,1,99,,12,
1,2,101025013,41,10,99,,15,
1,2,101025013,42,20,99,,12,
1,2,101025013,43,1,99,,3,
1,2,101025013,1,6,99,,90,
1,2,101025013,33,3,99,,9,
1,2,101025033,11,1,99,,40,
1,2,101025033,14,1,99,,50,
1,2,101025033,10,1,99,,12,
1,2,101025033,43,1,99,,4,50
1,2,101025033,24,10,3,4,35,
1,2,101025033,42,16,99,,38,
1,2,101025033,25,2,99,,150,
1,2,101025033,6,1,99,,150,
1,2,101025033,9,1,99,,45,
1,2,101025033,33,1,99,,5,
1,2,101025033,44,1,99,,1000,
1,2,101025033,41,10,99,,10,
1,2,101025033,1,1,99,,200,
1,2,101025033,21,1,99,,20,
1,2,101025033,27,1,99,,200,
1,2,101025037,11,1,99,,60,
1,2,101025037,10,1,99,,7,
1,2,101025037,6,1,99,,120,
1,2,101025037,24,8,3,4,15,
1,2,101025037,23,1,99,,1250,
1,2,101025037,21,1,99,,35,
1,2,101025037,1,1,99,,550,
1,2,101025037,42,50,99,,20,
1,2,101025037,2,1,99,,50,
1,2,101025037,43,1,99,,35,
1,2,101025037,27,1,99,,220,
1,2,101025037,33,2,99,,14,
1,2,101025037,30,1,99,,62,
1,2,101025037,9,1,99,,35,
1,2,101025037,25,1,1,,160,
1,2,101025037,39,1,99,,4,
1,2,101025037,41,8,99,,9,
1,2,101025043,43,2,99,,13,
1,2,101025043,33,2,99,,4,
1,2,101025043,42,9,99,,15,
1,2,101025043,39,1,99,,5,
1,2,101025043,41,3,99,,2,
1,2,101025043,44,1,99,,1000,
1,2,101025043,25,1,99,,56,
1,2,101025044,41,8,99,,10,50
1,2,101025044,43,1,99,,2,
1,2,101025044,33,1,99,,5,
1,2,101025044,42,3,99,,1,50
1,2,101025044,10,1,99,,20,
1,2,101025050,43,1,99,,3,
1,2,101025050,42,6,99,,12,
1,2,101025050,24,8,6,7,25,
1,2,101025050,10,1,99,,30,
1,2,101025050,33,1,99,,3,
1,2,101025050,25,1,1,,40,
1,2,101025050,41,12,99,,20,
1,2,101025051,33,3,99,,13,
1,2,101025051,10,1,99,,12,
1,2,101025051,43,2,99,,8,
1,2,101025051,6,1,99,,150,
1,2,101025051,32,2,99,,10,
1,2,101025051,41,13,99,,48,
1,2,101025051,42,12,99,,30,
1,2,101025051,1,1,99,,300,
1,2,101025054,27,1,99,,160,
1,2,101025054,32,2,99,,6,
1,2,101025054,42,50,99,,30,
1,2,101025054,43,1,99,,4,50
1,2,101025054,44,1,99,,1500,
1,2,101025054,10,1,99,,7,50
1,2,101025054,33,2,99,,6,
1,2,101025054,25,1,99,,150,
1,2,101025054,11,1,99,,40,
1,2,101025054,1,4,99,,16,
1,2,101025054,41,20,99,,10,
1,2,101025097,39,1,99,,3,
1,2,101025097,10,1,99,,24,
1,2,101025097,42,15,99,,15,
1,2,101025097,41,10,99,,20,
