"id1","id2","id3","id4","entno","s5a_31ii","s5a_32ii","s5a_4ii","s5a_5ii","s5a_6","s5a_7i","s5a_7ii","s5a_b","s5a_9i","s5a_9ii","s5a_10i","s5a_10ii","s5a_11","s5a_11i","s5a_11ii","s5a_11iii","s5a_11iv","s5a_11v","s5a_11vi","s5a_11vii","s5a_11viii","s5a_11ix","s5a_11x","s5a_11xi","s5a_11xii","s5a_12","s5a_13","s5a_14ii","s5a_15","s5a_16","s5a_17","s5a_18","s5a_19","s5a_20","s5a_20i","s5a_20ii","s5a_20iii","s5a_20iv","s5a_20v","s5a_20vi","s5a_20vii","s5a_20viii","s5a_20ix","s5a_20x","s5a_20xi","s5a_20xii","s5a_20ia","s5a_20iia","s5a_20iiia","s5a_20iva","s5a_20va","s5a_20via","s5a_20viia","s5a_20viiia","s5a_20ixa","s5a_20xa","s5a_21i","s5a_21ii","s5a_22i","s5a_22ii","s5a_23","s5a_23i","s5a_23ii","s5a_23iii","s5a_23iv","s5a_23v","s5a_23vi","s5a_23vii","s5a_23viii","s5a_23ix","s5a_23x","s5a_23xi","s5a_23xii","s5a_24i","s5a_24ii","s5a_25i","s5a_25ii","s5a_26i","s5a_26ii","s5a_27i","s5a_27ii","s5a_28i","s5a_28ii","s5a_29i","s5a_29ii","hhno"
6,102,205,24,1,1,,,1,"SALE OF RADIO AND ACCESSORIES","SALE OF RADIO",5252,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAALLLLLLAHH","A","A","A","L","L","L","L","L","L","A","H","H",390,0,310,0,140,0,300,,250,,100,,106205024
4,7,117,34,1,1,,,1,"SELLING BAGS OF SACHET WATER",,5252,,,,,2,"11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNNNLA","N","N","N","N","N","N","N","N","N","N","L","A",0,0,100,0,60,0,,,90,,48,,104117034
6,102,214,2,1,1,,,1,"SALES OF SECONDHAND CLOTHS(TRADING)",,5232,,,,4,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAALLLAAAHHH","H","A","A","L","L","L","A","A","A","H","H","H",400,0,300,0,250,0,270,,200,,200,,106214002
6,10,202,69,1,2,,1,1,"SEAMSTRESS","SEAMSTRESS",1810,,,,33,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAALLAAAAAH","H","A","A","A","L","L","A","A","A","A","A","H",500,0,200,0,150,0,,,,,,,106202069
5,80,143,9,2,2,,,2,"COOKING & SELLING RICE & BEANS(WAKYE)",,5520,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AHHHHHAALLAA","A","H","H","H","H","H","A","A","L","L","A","A",120,0,85,0,30,0,90,,60,,20,,105143009
5,80,143,10,2,2,,,,"SELLING FRIED CORN & PEANUTS",,5520,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAALLHHH","H","H","H","A","A","A","A","L","L","H","H","H",60,0,50,0,30,0,40,,30,,,20,105143010
5,68,137,13,1,2,,,2,"BUYING & SELLING PROVISIONS","TRADE",5220,,,,14,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALHLLAAAHH","H","H","A","L","H","L","L","A","A","A","H","H",1400,0,1200,0,800,0,1000,,950,,600,,105137013
7,127,250,12,1,1,,,,"MANUFACTURE OF BAKERY PRODUCTS","BAKERY",1541,,,,10,,"2-5,8-12",,1,1,1,1,,,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HALL  AHHAH",,"H","A","L","L",,,"A","H","H","A","H",400,0,320,0,240,0,340,,270,,210,,107250012
6,10,219,12,1,2,,,2,"SEMISTRESS","MANUFACTURING",1810,,,,18,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLHHHH","A","A","A","A","A","L","L","L","H","H","H","H",500,0,300,0,100,0,200,,150,,40,,106219012
5,68,137,19,1,1,,2,2,"SELLING PALM OIL","TRADE",5122,,,,5,,"9,10,11,12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNNHHH","N","N","N","N","N","N","N","N","N","H","H","H",1200,0,800,0,600,0,800,,500,,380,,105137019
6,111,225,26,1,2,,,2,"SALES OF PROVISION","SALES",5211,,,,,4,"9-12",,,,,,,,,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALAH",,,,,,,,,"A","L","A","H",600,0,450,0,200,0,400,,300,,150,,106225026
7,112,243,72,1,1,,,1,"SEAMSTRESS","FASHION",1810,"SALE OF SACHET WATER",,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,7,1,1,"3",2,2,1,2,2,2,2,2,2,2,0,0,0,0,100,0,0,0,0,0,0,0,200,,200,,"HHAALLLLLAAH","H","H","A","A","L","L","L","L","L","A","A","H",350,0,230,0,105,50,260,,126,,63,50,107243072
3,1,61,131,1,1,,,1,"RETAIL OF CAR SPARE PARTS","RETAIL SERVICE",5219,,,,13,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,3,4,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,200,,,,"ALLAHHALAHHH","A","L","L","A","H","H","A","L","A","H","H","H",4500,0,2500,0,1500,0,3500,,1800,,1100,,103061131
4,3,102,23,1,1,,,,"FISH MONGERING","FISHING",1512,,,,15,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLHLLLAAAHH","L","L","L","H","L","L","L","A","A","A","H","H",40,0,30,0,20,0,120,,120,,120,,104102023
5,9,163,79,1,2,,,2,"RETAIL SALE OF PURE WATER SOAP ETC","OTHER NON-STORE RETAIL SALE",5259,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAALLLAAHH","H","H","A","A","A","L","L","L","A","A","H","H",150,0,100,0,80,0,120,,85,,70,,105163079
1,10,18,33,1,1,,,1,"SALE OF SOAP","RETAIL",5219,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLAAAAHH","A","A","A","A","L","L","A","A","A","A","H","H",150,0,100,0,60,0,120,,90,,40,,101018033
7,126,271,24,1,2,,,2,"RETAIL OF ICE CREAM","RETAIL",5252,,,,1,5,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,2,87.5,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,100,0,0,0,,,80,,,,107271024
5,73,142,59,1,2,,,2,"GENERAL GOODS","TRADING",5233,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAAALLHH","H","H","H","A","A","A","A","A","L","L","H","H",2000,0,1600,0,1200,0,1700,,1200,,950,,105142059
2,2,35,20,2,1,,99,1,"RETAIL SALE OF BICYCLE SPARE PARTS","TRADE",5211,,,,13,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AHHHLLLLAAAA","A","H","H","H","L","L","L","L","A","A","A","A",500,0,320,0,250,0,400,,250,,200,,102035020
3,1,85,83,1,2,,,2,"SALES OF COSMETICS","RETAIL TRADE",5231,,,,7,,"1-3,10-12",1,1,1,,,,,,,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"AAA      AAA","A","A","A",,,,,,,"A","A","A",0,0,400,0,0,0,,,150,,,,103085083
3,1,72,5,1,2,,,2,"RETAIL SALE OF FRESH FRUITS (ORANGE)","RETAIL TRADE",5220,,,,19,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,60,0,0,0,,,40,,,,103072005
7,127,251,91,1,1,,,1,"CHARCOAL SELLING","RETAIL SALE IN SPECIALISED STORES",5239,,,,,5,"6-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNHAALLL","N","N","N","N","N","N","H","A","A","L","L","L",25,0,12,0,9,0,15,,7,,5,,107251091
4,58,130,21,1,2,,,2,"PETTY TRADING","RETAIL TRADE",5252,,,,2,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAAAAAAAHH","L","L","A","A","A","A","A","A","A","A","H","H",250,0,150,0,90,0,200,,110,,50,,104130021
4,7,117,12,1,2,,,2,"SELLING FABRIC AND WAX PRINT",,5252,,,,3,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,104117012
7,114,247,59,1,1,,,1,"HAIRDRESSER","HAIRDRESSING AND OTHER BEAUTY TREATMENT",9302,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLLHHHH","A","A","A","A","A","L","L","L","H","H","H","H",50,0,40,0,35,0,20,,10,,5,,107247059
8,148,300,23,1,1,,,1,"SELLS WOODS","WHOLESALE OF WOOD",5143,,,,8,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,4,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHLLLLLLAA","H","H","H","H","L","L","L","L","L","L","A","A",4000,0,3000,0,1500,0,2000,,1500,,1000,,108300023
4,58,131,8,1,1,,,1,"GARI PROCESSING",,1532,,,,4,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAALLLAAAHH","H","A","A","A","L","L","L","A","A","A","H","H",240,0,160,0,120,0,200,0,125,0,90,0,104131008
5,8,157,22,2,1,,,1,"MANUFACTURE OF RUBBER PRODUCTS",,2519,,,,10,4,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,2,"1",1,2,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAALLAHHHH","A","A","A","A","A","L","L","A","H","H","H","H",9000,0,4500,0,2400,0,8100,,4050,,2160,,105157022
6,102,208,31,1,1,,,1,"SELLS RICE,VOLTIC,BISCUTS,MILK,SUGAR,DRINKS,CORNED BEEF ETC","TRADING",5220,,,,,8,"1-3,8-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,3,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHAAAALHHH","H","H","H","H","A","A","A","A","L","H","H","H",500,0,420,0,350,0,370,0,300,0,250,0,106208031
3,1,85,95,1,1,2,,,"SALE OF FRIED YAM AND FISH","MANUFACTURING",5520,,,,30,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,1000,,1000,,"AAAHALLAAAAH","A","A","A","H","A","L","L","A","A","A","A","H",200,0,120,0,60,0,200,,160,,120,,103085095
2,9,54,4,1,1,,1,1,"SALES","RETAIL SALES",5252,,,,4,11,"4-7,11-12",,,,1,1,1,1,1,,,1,1,2,0,,5,2,10,1,1,"4",2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,100,0,0,0,0,0,0,200,0,50,0,"LLLLA  AL",,,,"L","L","L","L","A",,,"A","L",160,0,120,0,80,0,28,0,24,0,20,0,102054004
3,1,66,40,1,1,,,1,"SELLING PALM OIL","RETAIL TRADE",5252,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,500,0,0,0,,,315,,,,103066040
5,9,163,26,1,1,,,1,"RETAIL SALE OF USED CLOTHING","OTHER NON-STORE RETAIL SALE",5259,,,,20,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2,11,2,2,"2",2,1,2,2,2,2,2,2,2,2,0,100,0,0,0,0,0,0,0,0,0,0,,,,,"HHAAALLAAAHH","H","H","A","A","A","L","L","A","A","A","H","H",700,0,500,0,200,0,600,,400,,155,,105163026
8,10,304,44,1,2,,,2,"SALE OF FOOD ITEMS","FOOED",5211,,,,10,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,11,1,1,"4",2,2,2,1,2,2,2,2,2,2,0,0,0,0,0,100,0,0,0,0,0,0,300,,24,,"AALLLAAAHHAA","A","A","L","L","L","A","A","A","H","H","A","A",520,0,310,0,154,0,500,,300,,150,,108304044
3,43,94,2,1,2,,,2,"SEAMSTRESS","MANUFACTURING",1810,,,,12,,"ALL",,,,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HLLAAALAH",,,,"H","L","L","A","A","A","L","A","H",150,0,100,0,70,0,65,,40,,25,,103094002
5,15,175,107,1,2,,,1,"SELLING FOOTWEAR",,5252,,,,3,0,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHALLLAAHH","H","H","H","H","A","L","L","L","A","A","H","H",1500,0,900,0,120,0,1050,,600,,90,,105175107
5,10,165,47,1,1,,,1,"SELLING OF FRUITS","RETAIL SALE OF FOOD BEVERAGES AND TOBACCO IN SPECIALISED STO",5220,,,,2,,"3-6",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAHHAALLAHHH","A","A","H","H","A","A","L","L","A","H","H","H",300,0,240,0,120,0,180,,150,,60,,105165047
3,1,73,52,1,1,,,1,"MASON","BUILDING CONSTRUCTION",4520,,,,5,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHALLLAHHAHH","H","H","A","L","L","L","A","H","H","A","H","H",250,0,180,0,100,0,90,,60,,30,,103073052
8,10,305,5,1,4,,,4,"HAIRDRESSING","OTHER SERVICES",9302,,,,5,,"8-12",,,,,,,,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAHH",,,,,,,,"L","L","A","H","H",48,0,30,0,5,0,34,,20,,10,,108305005
2,8,52,41,1,1,,,,"BUYS AND SELLS DRIED FISH","RETAIL",5220,,,,15,3,"1-10,12",1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAHHHNH","A","A","A","A","A","A","A","H","H","H","N","H",350,0,300,0,200,0,120,0,75,0,60,0,102052041
8,10,305,54,1,2,1,,2,"BAKERY","FOOD",1541,,,,8,3,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,3,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HLHLLAAAAHHH","H","L","H","L","L","A","A","A","A","H","H","H",1500,0,600,0,300,0,938,,670,,536,,108305054
1,13,9,258,2,1,,,1,"TAN SERVICES","TRANSPORT",6022,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,6,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAHAAAAAAAH","H","A","A","H","A","A","A","A","A","A","A","H",960,0,240,0,0,0,360,,200,,,,101009258
6,102,207,53,1,2,,,2,"HAIRDRESSING","HAIRDRESSING",9303,,,,4,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHAHHLLLLLHH","H","H","A","H","H","L","L","L","L","L","H","H",50,0,20,0,12,0,,,,,,,106207053
2,2,32,8,1,1,,,1,"RETAIL OF BREAD","RETAIL OF BREAD",5220,"RETAIL OF FISH","RETAIL",5220,9,,"1-11",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLAAAHHHHH","L","L","L","L","A","A","A","H","H","H","H","H",400,0,250,0,180,0,330,,175,,120,,102032008
1,13,11,172,1,1,,,1,"RETAIL SALE OF DRINKS","RETAIL TRADE",5211,,,,2,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALAHHLLAHAAA","A","L","A","H","H","L","L","A","H","A","A","A",480,0,310,0,220,0,350,,220,,150,,101011172
6,1,217,109,1,1,,,1,"FITTING","SERVICE",5020,,,,6,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAAALLHHH","H","H","H","A","A","A","A","L","L","H","H","H",500,0,300,0,200,0,,,,,,,106217109
5,80,143,40,1,1,,,1,"FURNITURE & ROOFING",,3611,,,,25,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,4,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AALLAAAHHHHH","A","A","L","L","A","A","A","H","H","H","H","H",160,0,140,0,60,0,120,,90,,40,,105143040
3,43,97,5,1,1,,,1,"MASON","CONSTRUCTION",4540,,,,6,,"4-12",,,,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALLAAALLA",,,,"A","L","L","A","A","A","L","L","A",0,0,250,0,135,0,,,155,,84,,103097005
7,8,258,4,1,2,,,2,"SELLING OF FOOD(COOKED RICE)","RETAILING",5211,,,,,8,"5-12",,,,,1,1,1,1,1,1,1,1,1,,,5,2,11,1,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHAAALL",,,,,"H","H","H","A","A","A","L","L",12,0,11,0,8,0,10,,10,,10,,107258004
4,59,128,47,1,2,,,2,"PETTY TRADING",,5252,,,,,3,"10-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"NNNNNNNNNAAA","N","N","N","N","N","N","N","N","N","A","A","A",0,0,45,0,0,0,,,25,,,,104128047
5,82,139,67,1,2,,,3,"SALE OF FOOD STUFF","RETAIL",5220,,,,6,,"3-12",,,,,,,,,,,,,1,,,5,,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,0,,0,,0,,,,,,,105139067
6,10,215,68,1,1,,,1,"SALE OF SOCKS","SALES",5252,,,,30,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LHHHAAALAALL","L","H","H","H","A","A","A","L","A","A","L","L",200,0,150,0,50,0,125,,120,,50,,106215068
7,127,251,13,1,1,,,1,"CAR ELECTRICIAN","MAINTENANCE AND REPAIR OF MOTOR VEHICLES",5020,,,,9,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HHHHHLLAAAAA","H","H","H","H","H","L","L","A","A","A","A","A",300,0,150,0,90,0,150,,70,,40,,107251013
8,148,300,20,1,1,,,1,"SALES OF PROVISIONS","RETAIL TRADE",5211,,,,3,6,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLHHHHA","A","A","A","A","L","L","L","H","H","H","H","A",170,0,160,0,90,0,134,,100,,60,,108300020
6,102,207,54,1,1,,,1,"SALES OF JEWELLERIES & COSMETICS","RETAIL SALE OF JEWELLERIES",5231,,,,3,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAHALLLLHHH","L","L","A","H","A","L","L","L","L","H","H","H",700,0,450,0,200,0,450,,200,,80,,106207054
8,10,304,34,2,2,,,2,"FOOD SELLING (WASAWASA)","FOOD ENTERPRISE",5520,,,,,1,"11-12",,,,,,,,,,,1,1,1,,,5,1,5,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LL",,,,,,,,,,,"L","L",0,0,0,0,20,0,,,,,50,,108304034
5,8,158,24,2,4,1,,,"SELLING OF GINGER","RETAIL",5259,,,,8,,"1-11",1,1,1,1,1,1,1,1,1,1,1,,1,,,5,7,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLALAAHHHA","L","L","L","A","L","A","A","H","H","H","A",,175,0,150,0,140,0,140,,125,,120,,105158024
3,1,73,29,1,1,,,1,"PAINTING","BUILDING DECORATION",4540,,,,20,,"1",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,13,4,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"ALLHHANNAAHH","A","L","L","H","H","A","N","N","A","A","H","H",300,0,150,0,80,0,200,,100,,50,,103073029
6,103,221,34,1,1,,,1,"SALE OF PURE WATER","NON-STORE RETAIL TRADE",5259,,,,1,2,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAAAAAAAAAA","A","A","A","A","A","A","A","A","A","A","A","A",0,0,30,0,0,0,,,24,,,,106221034
6,10,204,3,1,1,,,1,"KENKEY SELLER","TRADING",5520,,,,12,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLAAHHHHLLLH","L","L","A","A","H","H","H","H","L","L","L","H",1000,0,700,0,600,0,621,,500,,400,,106204003
6,10,215,83,1,1,,,1,"SALE OF SOFT DRINKS","SALES",5220,,,,25,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"HAAAAAAAAAHH","H","A","A","A","A","A","A","A","A","A","H","H",1512,0,1080,0,540,0,1260,,900,,350,,106215083
4,58,131,28,1,1,,,1,"SELLING PITO",,1553,,,,9,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,11,2,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLLLAHHHAAAL","L","L","L","L","A","H","H","H","A","A","A","L",170,0,100,0,60,0,140,0,80,0,40,0,104131028
1,10,18,11,1,1,,,1,"PHOTO SNAPPING","PHOTOGRAPHY",7494,,,,8,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,2,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"LLALALLLAHHH","L","L","A","L","A","L","L","L","A","H","H","H",80,0,50,0,20,0,60,,30,,10,,101018011
1,10,19,5,1,1,,,1,"SALE OF FRUITS","RETAIL",5220,,,,3,5,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AHHNLAHANHHA","A","H","H","N","L","A","H","A","N","H","H","A",25,0,15,0,10,0,18,,10,,5,,101019005
4,58,130,30,2,1,,,1,"SEWING","TAILORING",1810,,,,6,,"1-12",1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,1,1,3,3,,2,2,2,2,2,2,2,2,2,2,100,0,0,0,0,0,0,0,0,0,0,0,,,,,"AAAALLLLHHHH","A","A","A","A","L","L","L","L","H","H","H","H",150,0,100,0,20,0,30,,20,,,4,104130030
7,112,244,30,2,1,,,1,"HAIR-CUT","HAIRDRESSING AND OTHER BEAUTY TREATMENT",9302,,,,13,,"ALL",1,1,1,1,1,1,1,1,1,1,1,1,1,,,3,2,1,3,1,"1",1,2,2,2,2,2,2,2,2,2,0,0,100,0,0,0,0,0,0,0,0,0,300,,25,50,"LLHLAHHLAAAH","L","L","H","L","A","H","H","L","A","A","A","H",18,50,11,80,4,40,3,50,1,80,,40,107244030
