"id1","id2","id3","id4","entno","s5aii_30","s5aii_30ai","s5aii_30aii","s5aii_30bi","s5aii_30bii","s5aii_30ci","s5aii_30cii","s5aii_30di","s5aii_30dii","s5aii_30ei","s5aii_30eii","s5aii_30f","s5aii_31","s5aii_31ai","s5aii_31aii","s5aii_31bi","s5aii_31bii","s5aii_31ci","s5aii_31cii","s5aii_31di","s5aii_31dii","s5aii_31ei","s5aii_31eii","s5aii_31f","s5aii_32","s5aii_32ai","s5aii_32aii","s5aii_32bi","s5aii_32bii","s5aii_32ci","s5aii_32cii","s5aii_32di","s5aii_32dii","s5aii_32ei","s5aii_32eii","s5aii_32f","s5aii_33","s5aii_331","s5aii_331ai","s5aii_331aii","s5aii_331bi","s5aii_331bii","s5aii_331ci","s5aii_331cii","s5aii_331di","s5aii_331dii","s5aii_331ei","s5aii_331eii","s5aii_331f","s5aii_332","s5aii_332ai","s5aii_332aii","s5aii_332bi","s5aii_332bii","s5aii_332ci","s5aii_332cii","s5aii_332di","s5aii_332dii","s5aii_332ei","s5aii_332eii","s5aii_332f","s5aii_333","s5aii_333ai","s5aii_333aii","s5aii_333bi","s5aii_333bii","s5aii_333ci","s5aii_333cii","s5aii_333di","s5aii_333dii","s5aii_333ei","s5aii_333eii","s5aii_333f","hhno"
3,1,65,15,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"37",,,2,,,,,,,,100,"2",,,20,,,,,,,,,,,,,,,,,,,,,103065015
3,1,65,17,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"42",,10,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103065017
3,1,66,40,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066040
3,1,66,47,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066047
3,1,66,55,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066055
3,1,66,79,1,1,300,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"9",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066079
3,1,66,117,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066117
3,1,66,149,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,300,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103066149
3,1,67,3,1,2,,,,,,,,,,,,1,3500,,,,1800,,,,200,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103067003
3,1,67,29,1,1,1500,,,,,,,,,,"100",2,,,,,,,,,,,,1,240,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103067029
3,1,67,37,1,1,400,,,,,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103067037
3,1,68,26,1,1,1800,,,,200,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"9",70,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103068026
3,1,68,97,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"66",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103068097
3,1,69,19,2,2,,,,,,,,,,,,1,1000,0,,,50,0,,,,,"100",1,5000,0,,,200,0,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069019
3,1,69,19,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069019
3,1,69,34,1,1,900,,,,200,,,,,,,2,,,,,,,,,,,,1,300,,200,,30,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069034
3,1,69,42,1,2,,,,,,,,,,,,1,10000,,5000,,,,,,,,,1,4800,,5200,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069042
3,1,69,50,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103069050
3,1,70,3,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,"FRYING PAN",40,,,,,,,,,,100,"BUCKETS & BOWLS",20,,,,,,,,,,100,"OTHER FRYING ASSETS",30,,,,,,,,,,100,103070003
3,1,70,3,1,2,,,,,,,,,,,,1,3000,,,,200,,,,,,"100",1,2500,,,,150,,,,,,"100",1,"FISHING NET",3000,,,,500,,,,,,100,"OTHER ASSETS",150,,,,,,,,,,100,,,,,,,,,,,,,103070003
3,1,70,15,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103070015
3,1,70,26,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,50,,,,,,,,,,"100",1,"COOKING POT",70,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103070026
3,1,72,5,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLE",5,,,,,,,,,,,"CHAIRS",5,,,,,,,,,,,"PANS",8,,4,,,,,,,,,103072005
3,1,72,12,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"IMPROVISED TENTS",70,,70,,20,,,,,,,"CASE CABINET",30,,40,,,,,,,,,"TABLE & CHAIR",20,,30,,,,,,,,,103072012
3,1,72,21,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLES & CHAIR",60,,,,,,,,,,,"COOKING UTENSILS",100,,,,,,,,,,,"COALPORTS",30,,,,,,,,,,,103072021
3,1,72,22,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,"IMPROVISED TENT",30,,,,5,,,,,,,"TABLE & CHAIRS",40,,,,5,,,,,,,"STORAGE CABINET",40,,,,,,,,,,,103072022
3,1,72,30,2,1,400,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,"FREEZER",300,,,,,,,,,,,"TABLES & CHAIRS",50,,,,,,,,,,,,,,,,,,,,,,,103072030
3,1,72,30,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,140,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103072030
3,1,72,35,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1000,,100,,50,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103072035
3,1,72,46,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,100,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103072046
3,1,72,61,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,500,,,,,,,,,,,1,"WORKING BENCH",40,,,,,,,,,,,"TOOL BOX CABINET",30,,,,,,,,,,,,,,,,,,,,,,,103072061
3,1,72,63,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,300,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103072063
3,1,73,4,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,120,,,,4,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073004
3,1,73,6,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,40,,,,4,,,,,,,1,"9",35,,,,,,,,,,100,"41",6,,,,,,,,,,100,"42",1,50,,,,,,,,,100,103073006
3,1,73,10,1,1,500,,,,,,,,,,"100",2,,,,,,,,,,,,1,150,,,,8,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073010
3,1,73,25,1,1,400,,,,,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,1,"22",130,,,,10,,,,,,100,"21",50,,,,,,,,,,100,"79",80,,5,,,,,,,,100,103073025
3,1,73,29,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,40,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073029
3,1,73,45,1,2,,,,,,,,,,,,1,15,,4,,,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073045
3,1,73,52,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,40,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073052
3,1,73,53,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,50,,,,10,,,,20,,"100",1,"42",30,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103073053
3,1,73,55,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,25,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073055
3,1,73,70,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,25,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073070
3,1,73,80,1,1,5000,,,,200,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103073080
3,1,74,14,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,300,,,,10,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103074014
3,1,74,26,2,1,1200,,,,250,,,,144,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLES & CHAIRS",50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103074026
3,1,74,26,1,1,700,,,,100,,,,120,,,2,,,,,,,,,,,,1,380,,,,70,,,,,,,1,"IRON",20,,35,,,,,,,,,"KNITTEN MACHINE",65,,,,20,,,,40,,,"TABLE & CHAIRS",30,,,,,,,,,,,103074026
3,1,74,30,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,100,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103074030
3,1,75,49,1,1,500,0,,,,,,,,,,2,,,,,,,,,,,,1,300,0,100,0,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103075049
3,1,75,58,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,370,,,,50,,,,,,,1,"KNITTEN MACHINE",80,,,,,,,,,,,,12,,,,,,,,,,,,36,,,,,,,,,,,103075058
3,1,76,42,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLE AND CHAIRS",30,,0,,10,,0,,0,,,"TRANSFER PHONE",50,,0,,0,,0,,0,,,,,,,,,,,,,,,103076042
3,1,76,45,2,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,"BAKING OVEN",350,,,,30,,,,,,,"GAS CYLINDERS",200,,,,,,,,,,,"BAKING PANS",150,,60,,,,,,,,0,103076045
3,1,76,45,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,150,,200,,,,,,,,"50",1,"TABLES/DESKS",50,,,,,,,,,,50,"CHAIRS",30,,,,,,,,,,50,,,,,,,,,,,,,103076045
3,1,76,70,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,400,,100,,20,,,,,,,1,"TABLES AND CHAIRS",50,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103076070
3,1,76,72,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103076072
3,1,76,84,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"PAINTING BRUSH",15,,6,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,103076084
3,1,76,90,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLE",5,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103076090
3,1,77,7,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"SAWS",30,,,,,,,,,,100,"PLANE",40,,,,,,,,,,100,,,,,,,,,,,,,103077007
3,1,77,29,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103077029
3,1,77,33,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103077033
3,1,77,43,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103077043
3,1,77,61,1,1,70,,,,,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103077061
3,1,77,63,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,100,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103077063
3,1,78,12,1,2,,,,,,,,,,,,1,200,0,,,,,,,,,"100",2,,,,,,,,,,,,1,"HAIRDRIER",150,0,,,,,,,,,100,"HEATER",1,0,,,,,,,,,100,,,,,,,,,,,,,103078012
3,1,78,36,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,150,,,,,,,,,,"100",1,"SCISSORS",5,,,,,,,,,,100,"NEEDLES",5,,10,,,,,,,,,"OTHER EQUIPMENTS",3,,10,,,,,,,,100,103078036
3,1,78,67,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,50,,,,,,,,,,"100",1,"FREEZER",950,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103078067
3,1,79,4,1,1,1200,0,,,,,,,,,"100",2,,,,,,,,,,,,1,800,0,5,0,10,0,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079004
3,1,79,21,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"COOKING POT",130,0,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103079021
3,1,79,27,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079027
3,1,79,33,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079033
3,1,79,45,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,120,0,,,4,0,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079045
3,1,79,52,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,70,0,,,2,0,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103079052
3,1,80,21,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103080021
3,1,80,26,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103080026
3,1,80,26,2,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"REFRIGERATOR",800,,0,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,103080026
3,1,80,30,1,1,6000,0,0,0,0,0,0,0,0,0,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,1,"REFRIGERATOR",60,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,103080030
3,1,80,54,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"ROLLER",45,0,5,0,0,0,0,0,0,0,0,"BRUSHES",10,0,2,0,0,0,0,0,0,0,0,"SCRIPER",6,0,1,0,0,0,0,0,0,0,0,103080054
3,1,80,64,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"KIOSK",30,0,0,0,0,0,0,0,0,0,100,,,,,,,,,,,,,,,,,,,,,,,,,103080064
3,1,81,4,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081004
3,1,81,17,1,1,2000,,,,90,,,,,,"100",2,,,,,,,,,,,,1,1160,,,,150,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081017
3,1,81,31,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,150,,10,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081031
3,1,81,34,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,70,,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081034
3,1,81,48,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081048
3,1,81,70,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081070
3,1,81,75,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,300,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103081075
3,1,81,76,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,1,"72",100,,,,,,,,,,,"72",30,,,,,,,,,,,,,,,,,,,,,,,103081076
3,1,82,8,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082008
3,1,82,23,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082023
3,1,82,28,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082028
3,1,82,30,1,1,,,,,,,120,0,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082030
3,1,82,34,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"COMPUTER",600,,,,,,,,,,,"FURNITURE",200,,,,,,,,,,,,,,,,,,,,,,,103082034
3,1,82,41,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082041
3,1,82,41,2,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103082041
3,1,83,8,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083008
3,1,83,12,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083012
3,1,83,12,2,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083012
3,1,83,16,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083016
3,1,83,48,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083048
3,1,83,48,2,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1000,,,,,,,,,,,1,"9",500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103083048
3,1,83,55,1,1,1000,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"9",,,,,,,,,,,,"29",600,,,,,,,,,,,,,,,,,,,,,,,103083055
3,1,83,70,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"46",50,,,,,,,,,,,"9",15,,,,,,,,,,,,,,,,,,,,,,,103083070
3,1,83,73,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"9",40,,,,,,,,,,,"6",50,,,,,,,,,,,,,,,,,,,,,,,103083073
3,1,84,18,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084018
3,1,84,53,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"COOKING UTENSILS",200,,,,,,,,,,,"FURNITURE",40,,,,,,,,,,,,,,,,,,,,,,,103084053
3,1,84,62,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,150,,45,,75,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084062
3,1,84,78,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1200,,500,,200,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084078
3,1,84,92,1,1,300,,,,,,,,,,"100",2,,,,,,,,,,,,1,1030,,,,60,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084092
3,1,84,95,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,750,,250,,85,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084095
3,1,84,117,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103084117
3,1,84,127,1,1,100,,,,,,,,,,"100",2,,,,,,,,,,,,2,,,,,,,,,,,,1,"REFRIDGERATORS",1000,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103084127
3,1,85,10,1,2,,,,,,,,,,,,1,4500,,,,200,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085010
3,1,85,14,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"FREEZER",3600,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085014
3,1,85,56,1,2,,,,,,,,,,,,1,150,,150,,40,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085056
3,1,85,57,1,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085057
3,1,85,62,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,450,,55,,45,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085062
3,1,85,70,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,800,,,,12,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085070
3,1,85,83,2,2,,,,,,,,,,,,1,9500,,8500,,60,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085083
3,1,85,83,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085083
3,1,85,95,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085095
3,1,85,116,1,2,,,,,,,,,,,,1,300,,120,,10,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103085116
3,1,85,125,1,1,200,,,,15,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"6",100,,,,,,,,,,,"9",50,,,,,,,,,,,,,,,,,,,,,,,103085125
3,1,86,20,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"CONTAINER",650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086020
3,1,86,24,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086024
3,1,86,29,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086029
3,1,86,37,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"STORE CONTAINER",700,,40,,,,,,,,,"FURNITURE",300,,,,,,,,,,,,,,,,,,,,,,,103086037
3,1,86,46,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1000,,50,,100,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086046
3,1,86,47,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086047
3,1,86,58,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1200,,50,,100,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086058
3,1,86,59,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,1200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086059
3,1,86,63,1,1,1000,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"FREEZER",300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103086063
3,41,87,12,1,2,,,,,,,,,,,,2,,,,,,,,,,,,1,15,,,,,,,,,,"100",1,"SAUCE PAN & BOWLS",20,,,,,,,,,,100,"TABLES & CHAIRS",33,,,,,,,,,,100,,,,,,,,,,,,,103087012
3,41,87,32,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"TABLE",10,,,,,,,,,,,"CHAIR",5,,,,,,,,,,,"TRAY",10,,,,,,,,,,,103087032
3,41,87,44,1,1,100,0,,,,,,,,,"100",2,,,,,,,,,,,,1,50,0,,,,,,,,,"100",2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103087044
3,41,88,4,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103088004
3,41,88,11,1,2,,,,,,,,,,,,2,,,,,,,,,,,,2,,,,,,,,,,,,1,"FURNITURE",16,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,103088011
